#: table_doi: 10.17182/hepdata.74447.v1/t91
#: name: Table 91
#: description: pion v4 as a function of pT for centrality: 0-1%.

#: data_file: Table91.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-1%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.413247,-0.00395946,0.000302952,-0.000302952,-0.00819209,0.00819209
0.594128,0.00216849,0.000288599,-0.000288599,-0.00817224,0.00817224
0.792381,0.0104951,0.000374721,-0.000374721,-0.00815192,0.00815192
0.992111,0.0178702,0.00051254,-0.00051254,-0.00814062,0.00814062
1.19283,0.0246299,0.000694158,-0.000694158,-0.00813539,0.00813539
1.39294,0.0308906,0.000921517,-0.000921517,-0.00813134,0.00813134
1.59339,0.0347222,0.00119998,-0.00119998,-0.00814132,0.00814132
1.79387,0.0413951,0.00154774,-0.00154774,-0.00812128,0.00812128
1.99433,0.0497027,0.00197035,-0.00197035,-0.00813531,0.00813531
2.19442,0.0513405,0.00247833,-0.00247833,-0.00813317,0.00813317
2.39473,0.0625953,0.0030979,-0.0030979,-0.00812449,0.00812449
2.59486,0.0610997,0.00381543,-0.00381543,-0.00813824,0.00813824
2.79526,0.060111,0.00464777,-0.00464777,-0.00814736,0.00814736
3.07774,0.0691077,0.00428064,-0.00428064,-0.00817855,0.00817855
3.47924,0.0623446,0.00603058,-0.00603058,-0.00820127,0.00820127
3.88102,0.0497633,0.00833793,-0.00833793,-0.00822325,0.00822325
4.35864,0.0477756,0.00973221,-0.00973221,-0.00824174,0.00824174
4.96266,0.0372515,0.0145816,-0.0145816,-0.00810289,0.00810289
5.56915,0.0373935,0.0211038,-0.0211038,-0.00824792,0.00824792

