#: table_doi: 10.17182/hepdata.74447.v1/t22
#: name: Table 22
#: description: pion <uQ>3 as a function of pT for centrality: 0-1%.

#: data_file: Table22.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-1%
'pT [(GeV/c)]','<uQ>3','stat +','stat -','sys +','sys -'
0.413247,0.11964,0.0027922,-0.0027922,-0.00446389,0.00446389
0.594128,0.264582,0.00271013,-0.00271013,-0.00444798,0.00444798
0.792381,0.414146,0.00360144,-0.00360144,-0.00444423,0.00444423
0.992111,0.566386,0.00493809,-0.00493809,-0.00444245,0.00444245
1.19283,0.712611,0.00669223,-0.00669223,-0.0044463,0.0044463
1.39294,0.843525,0.00887563,-0.00887563,-0.00445082,0.00445082
1.59339,0.944527,0.0115597,-0.0115597,-0.00446081,0.00446081
1.79387,1.10846,0.0149265,-0.0149265,-0.00446991,0.00446991
1.99433,1.16894,0.0189899,-0.0189899,-0.00449368,0.00449368
2.19442,1.29306,0.0239004,-0.0239004,-0.00450807,0.00450807
2.39473,1.41099,0.029831,-0.029831,-0.00451772,0.00451772
2.59486,1.39519,0.0367759,-0.0367759,-0.00454773,0.00454773
2.79526,1.45186,0.0448027,-0.0448027,-0.0045772,0.0045772
2.99544,1.47748,0.0537449,-0.0537449,-0.00460782,0.00460782
3.19574,1.47519,0.0646433,-0.0646433,-0.00463834,0.00463834
3.3956,1.47089,0.0763585,-0.0763585,-0.00466819,0.00466819
3.59581,1.28408,0.0905107,-0.0905107,-0.00473766,0.00473766
3.79588,1.23732,0.106481,-0.106481,-0.00476282,0.00476282
4.08191,1.25036,0.0943079,-0.0943079,-0.00481703,0.00481703
4.4827,1.21858,0.126109,-0.126109,-0.00490042,0.00490042
4.88399,1.03571,0.164508,-0.164508,-0.00503227,0.00503227
5.28396,1.27217,0.213627,-0.213627,-0.00509843,0.00509843
5.68665,0.738509,0.263584,-0.263584,-0.0052756,0.0052756

