#: table_doi: 10.17182/hepdata.74447.v1/t198
#: name: Table 198
#: description: pion delta5 as a function of pT for centrality: 5-10%.

#: data_file: Table198.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,5-10%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.405699,0.0004408,0.000147739,-0.000147739,-9.68359e-05,9.68359e-05
0.593969,0.000446404,0.000157049,-0.000157049,-7.23024e-05,7.23024e-05
0.79382,0.000516695,0.000200512,-0.000200512,-4.77689e-05,4.77689e-05
0.993862,0.00102114,0.000253744,-0.000253744,-2.32354e-05,2.32354e-05
1.19403,0.00159662,0.000319689,-0.000319689,-1.29803e-06,1.29803e-06
1.39407,0.00214165,0.000402027,-0.000402027,-2.58315e-05,2.58315e-05
1.5945,0.00281195,0.000504649,-0.000504649,-5.0365e-05,5.0365e-05
1.79459,0.00342108,0.000625137,-0.000625137,-7.48985e-05,7.48985e-05
1.9946,0.00247522,0.000772983,-0.000772983,-9.9432e-05,9.9432e-05
2.19503,0.00307244,0.000952362,-0.000952362,-0.000123965,0.000123965
2.47634,0.00463515,0.000893635,-0.000893635,-0.000160766,0.000160766
2.87967,0.00627027,0.00127118,-0.00127118,-0.000209833,0.000209833
3.28293,0.00590174,0.00172689,-0.00172689,-0.0002589,0.0002589
3.68327,0.00432153,0.00226589,-0.00226589,-0.000307967,0.000307967
4.30754,0.00770261,0.00214833,-0.00214833,-0.000393834,0.000393834
5.32003,0.00691816,0.0036789,-0.0036789,-0.000516501,0.000516501

