#: table_doi: 10.17182/hepdata.74447.v1/t61
#: name: Table 61
#: description: kaon v2 as a function of pT for centrality: 30-40%.

#: data_file: Table61.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,30-40%
'pT [(GeV/c)]','v2','stat +','stat -','sys +','sys -'
0.437577,0.0308765,0.000768912,-0.000768912,-0.00326665,0.00326665
0.606705,0.0540032,0.000379039,-0.000379039,-0.00327449,0.00327449
0.799601,0.084521,0.000344531,-0.000344531,-0.00328037,0.00328037
0.996977,0.114534,0.000371904,-0.000371904,-0.00328713,0.00328713
1.19574,0.139251,0.00043094,-0.00043094,-0.00329427,0.00329427
1.39484,0.16051,0.00051776,-0.00051776,-0.00330137,0.00330137
1.59483,0.178096,0.000629811,-0.000629811,-0.00330794,0.00330794
1.79498,0.19198,0.000770979,-0.000770979,-0.00331532,0.00331532
1.99528,0.202408,0.000935859,-0.000935859,-0.00332295,0.00332295
2.1956,0.212248,0.00112021,-0.00112021,-0.00333002,0.00333002
2.39585,0.217638,0.00132517,-0.00132517,-0.00333642,0.00333642
2.59617,0.223153,0.00155913,-0.00155913,-0.00334244,0.00334244
2.79641,0.218691,0.00181536,-0.00181536,-0.00335151,0.00335151
2.99651,0.220033,0.00210397,-0.00210397,-0.00335829,0.00335829
3.19654,0.212625,0.00243977,-0.00243977,-0.00336766,0.00336766
3.39654,0.206819,0.002836,-0.002836,-0.00337441,0.00337441
3.59586,0.198509,0.00329687,-0.00329687,-0.00338482,0.00338482
3.79624,0.201398,0.0038726,-0.0038726,-0.00338873,0.00338873

