#: table_doi: 10.17182/hepdata.74447.v1/t130
#: name: Table 130
#: description: proton v5 as a function of pT for centrality: 20-30%.

#: data_file: Table130.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,20-30%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.527802,0.00114412,0.0107284,-0.0107284,-0.00396616,0.00396616
0.706814,0.00431101,0.0061746,-0.0061746,-0.00385381,0.00385381
0.901975,0.00195144,0.00522526,-0.00522526,-0.00383577,0.00383577
1.0999,-0.00042992,0.00405843,-0.00405843,-0.00388104,0.00388104
1.29851,0.00159373,0.00362113,-0.00362113,-0.00403491,0.00403491
1.4976,0.00384075,0.00397618,-0.00397618,-0.00424061,0.00424061
1.69648,0.0118167,0.00451757,-0.00451757,-0.00450364,0.00450364
1.89606,0.0133446,0.00524727,-0.00524727,-0.00483585,0.00483585
2.09579,0.0242895,0.00618067,-0.00618067,-0.00520296,0.00520296
2.29567,0.0358508,0.00734148,-0.00734148,-0.00560338,0.00560338
2.57727,0.0410301,0.00671311,-0.00671311,-0.00627191,0.00627191
2.9767,0.0510288,0.00968445,-0.00968445,-0.00719968,0.00719968
3.37694,0.0451505,0.013992,-0.013992,-0.00818219,0.00818219
3.77853,0.0600394,0.0198714,-0.0198714,-0.00922516,0.00922516
4.38825,0.042353,0.0208216,-0.0208216,-0.0110551,0.0110551
5.3852,0.0978959,0.0402077,-0.0402077,-0.0203193,0.0203193

