#: table_doi: 10.17182/hepdata.74447.v1/t107
#: name: Table 107
#: description: proton v4 as a function of pT for centrality: 5-10%.

#: data_file: Table107.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,5-10%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.527048,0.00152601,0.0021617,-0.0021617,-0.00243135,0.00243135
0.706733,0.000683627,0.00129704,-0.00129704,-0.00190147,0.00190147
0.902186,-3.10662e-05,0.00111713,-0.00111713,-0.00144556,0.00144556
1.1001,-0.000774356,0.000928153,-0.000928153,-0.00115458,0.00115458
1.29877,0.00364646,0.000854151,-0.000854151,-0.00115535,0.00115535
1.49813,0.00934899,0.000935361,-0.000935361,-0.00144737,0.00144737
1.6968,0.0197554,0.00105444,-0.00105444,-0.00190357,0.00190357
1.89625,0.0261417,0.00121808,-0.00121808,-0.0024336,0.0024336
2.09593,0.0374579,0.00142714,-0.00142714,-0.00299816,0.00299816
2.29574,0.0427924,0.00168675,-0.00168675,-0.00358105,0.00358105
2.49549,0.0516202,0.00201238,-0.00201238,-0.00417439,0.00417439
2.69525,0.0637563,0.00241494,-0.00241494,-0.00477415,0.00477415
2.89516,0.0728729,0.00290655,-0.00290655,-0.00537847,0.00537847
3.17583,0.0815769,0.00270667,-0.00270667,-0.00629058,0.00629058
3.57639,0.0872239,0.00395,-0.00395,-0.00751271,0.00751271
3.97779,0.100589,0.00566766,-0.00566766,-0.00873958,0.00873958
4.45456,0.0958683,0.00695033,-0.00695033,-0.0102771,0.0102771
5.0636,0.0833841,0.0107307,-0.0107307,-0.0121253,0.0121253
5.62921,0.0690266,0.0163798,-0.0163798,-0.0138217,0.0138217

