#: table_doi: 10.17182/hepdata.74447.v1/t43
#: name: Table 43
#: description: kaon <uQ>5 as a function of pT for centrality: 0-1%.

#: data_file: Table43.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-1%
'pT [(GeV/c)]','<uQ>5','stat +','stat -','sys +','sys -'
0.437333,-0.0546223,0.0151339,-0.0151339,-0.0135513,0.0135513
0.606815,-0.0343961,0.00729411,-0.00729411,-0.0135984,0.0135984
0.799984,0.0154793,0.00643791,-0.00643791,-0.0135187,0.0135187
0.997249,0.0223568,0.00696104,-0.00696104,-0.0134887,0.0134887
1.19561,0.0515356,0.00823997,-0.00823997,-0.0134732,0.0134732
1.39463,0.0576966,0.00995146,-0.00995146,-0.0134813,0.0134813
1.59457,0.0672302,0.0122201,-0.0122201,-0.01347,0.01347
1.7947,0.0947529,0.0152513,-0.0152513,-0.0135234,0.0135234
1.99495,0.0941813,0.0186346,-0.0186346,-0.0135855,0.0135855
2.19502,0.0825815,0.0226395,-0.0226395,-0.013619,0.013619
2.47664,0.165637,0.0214304,-0.0214304,-0.0136337,0.0136337
2.87798,0.14813,0.0307714,-0.0307714,-0.0137825,0.0137825
3.27911,0.136774,0.0433957,-0.0433957,-0.014077,0.014077
3.68039,0.207344,0.0601993,-0.0601993,-0.0140368,0.0140368

