#: table_doi: 10.17182/hepdata.74447.v1/t101
#: name: Table 101
#: description: kaon v4 as a function of pT for centrality: 10-20%.

#: data_file: Table101.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,10-20%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.437562,-0.00486834,0.00145277,-0.00145277,-0.00645189,0.00645189
0.607006,-0.000865697,0.000717737,-0.000717737,-0.00646575,0.00646575
0.799918,0.00638833,0.000655289,-0.000655289,-0.00648987,0.00648987
0.997376,0.013396,0.00070624,-0.00070624,-0.00654203,0.00654203
1.19566,0.0212307,0.000816191,-0.000816191,-0.00661341,0.00661341
1.39473,0.0299162,0.000979863,-0.000979863,-0.00669662,0.00669662
1.59466,0.0386331,0.0011905,-0.0011905,-0.00679755,0.00679755
1.79484,0.0443702,0.00146076,-0.00146076,-0.00692147,0.00692147
1.9951,0.0500315,0.00178599,-0.00178599,-0.00704033,0.00704033
2.19531,0.0553,0.00216477,-0.00216477,-0.00718452,0.00718452
2.39559,0.0610752,0.00260744,-0.00260744,-0.00733999,0.00733999
2.59584,0.0670824,0.00312091,-0.00312091,-0.00750903,0.00750903
2.79578,0.0650888,0.00372684,-0.00372684,-0.00768538,0.00768538
3.08047,0.0675148,0.00335213,-0.00335213,-0.00796074,0.00796074
3.48148,0.0695191,0.00460545,-0.00460545,-0.00836661,0.00836661
3.88197,0.0685337,0.00628203,-0.00628203,-0.00879259,0.00879259

