#: table_doi: 10.17182/hepdata.74447.v1/t94
#: name: Table 94
#: description: pion v4 as a function of pT for centrality: 10-20%.

#: data_file: Table94.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,10-20%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.413183,-0.00111342,0.000220498,-0.000220498,-0.00715617,0.00715617
0.594171,0.00580136,0.000213839,-0.000213839,-0.0071465,0.0071465
0.792497,0.0136113,0.00027916,-0.00027916,-0.00713732,0.00713732
0.992593,0.0219017,0.000376111,-0.000376111,-0.0071336,0.0071336
1.19318,0.0302503,0.000500134,-0.000500134,-0.0071328,0.0071328
1.39325,0.0378849,0.000654969,-0.000654969,-0.0071317,0.0071317
1.59367,0.0439524,0.000842171,-0.000842171,-0.00713677,0.00713677
1.79413,0.0514494,0.00107334,-0.00107334,-0.00714008,0.00714008
1.99465,0.0580663,0.0013506,-0.0013506,-0.00713625,0.00713625
2.19465,0.0622617,0.00168118,-0.00168118,-0.00714353,0.00714353
2.39498,0.0638817,0.00207025,-0.00207025,-0.00715325,0.00715325
2.59528,0.0689431,0.00252161,-0.00252161,-0.00714813,0.00714813
2.79552,0.0689583,0.00303047,-0.00303047,-0.00714755,0.00714755
3.07927,0.0757065,0.0027514,-0.0027514,-0.00715214,0.00715214
3.4807,0.0739256,0.00378594,-0.00378594,-0.00715001,0.00715001
3.88209,0.0684519,0.00511962,-0.00511962,-0.00719963,0.00719963
4.35839,0.0672313,0.00591504,-0.00591504,-0.00717956,0.00717956
4.9637,0.0610875,0.00891327,-0.00891327,-0.00721215,0.00721215
5.56784,0.0347764,0.0125369,-0.0125369,-0.00724444,0.00724444

