#: table_doi: 10.17182/hepdata.74447.v1/t100
#: name: Table 100
#: description: kaon v4 as a function of pT for centrality: 5-10%.

#: data_file: Table100.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,5-10%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.437491,-0.00686547,0.000988737,-0.000988737,-0.00806882,0.00806882
0.606966,-0.00117934,0.000494146,-0.000494146,-0.00805102,0.00805102
0.799961,0.00577138,0.000455274,-0.000455274,-0.00806344,0.00806344
0.997418,0.0131643,0.000493031,-0.000493031,-0.00809612,0.00809612
1.19564,0.0190004,0.000569846,-0.000569846,-0.00815212,0.00815212
1.39467,0.0274601,0.000682225,-0.000682225,-0.00822349,0.00822349
1.59458,0.0320475,0.000825782,-0.000825782,-0.00830493,0.00830493
1.79477,0.0412936,0.00101095,-0.00101095,-0.0083923,0.0083923
1.99493,0.0476656,0.0012353,-0.0012353,-0.0085005,0.0085005
2.1952,0.0530721,0.00150248,-0.00150248,-0.00861235,0.00861235
2.39538,0.0605982,0.00181794,-0.00181794,-0.0087399,0.0087399
2.59552,0.0654834,0.00218401,-0.00218401,-0.00888311,0.00888311
2.79561,0.0654355,0.00262511,-0.00262511,-0.00902726,0.00902726
3.07976,0.0735172,0.00238061,-0.00238061,-0.00925836,0.00925836
3.48091,0.0691035,0.00332768,-0.00332768,-0.00960885,0.00960885
3.88229,0.0751536,0.00457976,-0.00457976,-0.00996663,0.00996663

