#: table_doi: 10.17182/hepdata.74447.v1/t201
#: name: Table 201
#: description: pion delta5 as a function of pT for centrality: 30-40%.

#: data_file: Table201.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,30-40%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.405699,0.000817988,0.00027429,-0.00027429,-0.00017971,0.00017971
0.593969,0.000828372,0.000291557,-0.000291557,-0.00013418,0.00013418
0.79382,0.000958885,0.000372219,-0.000372219,-8.86504e-05,8.86504e-05
0.993862,0.00189503,0.000471235,-0.000471235,-4.31207e-05,4.31207e-05
1.19403,0.00296263,0.000593921,-0.000593921,-2.40891e-06,2.40891e-06
1.39407,0.00397443,0.000746992,-0.000746992,-4.79386e-05,4.79386e-05
1.5945,0.0052158,0.000937841,-0.000937841,-9.34682e-05,9.34682e-05
1.79459,0.00634787,0.00116164,-0.00116164,-0.000138998,0.000138998
1.9946,0.00459338,0.00143514,-0.00143514,-0.000184527,0.000184527
2.19503,0.00570156,0.00176825,-0.00176825,-0.000230057,0.000230057
2.47634,0.0086002,0.00165945,-0.00165945,-0.000298352,0.000298352
2.87967,0.0116312,0.00236067,-0.00236067,-0.000389411,0.000389411
3.28293,0.0109521,0.00320566,-0.00320566,-0.00048047,0.00048047
3.68327,0.00801922,0.00420547,-0.00420547,-0.000571529,0.000571529
4.30754,0.0142922,0.0039876,-0.0039876,-0.000730883,0.000730883
5.32003,0.0128368,0.00682798,-0.00682798,-0.000958531,0.000958531

