#: table_doi: 10.17182/hepdata.74447.v1/t59
#: name: Table 59
#: description: kaon v2 as a function of pT for centrality: 10-20%.

#: data_file: Table59.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,10-20%
'pT [(GeV/c)]','v2','stat +','stat -','sys +','sys -'
0.437562,0.0160671,0.000485887,-0.000485887,-0.00291875,0.00291875
0.607006,0.0308493,0.000236123,-0.000236123,-0.00292523,0.00292523
0.799918,0.0502638,0.000212726,-0.000212726,-0.00293283,0.00293283
0.997376,0.0701461,0.000227915,-0.000227915,-0.0029407,0.0029407
1.19566,0.0883485,0.000263505,-0.000263505,-0.00294885,0.00294885
1.39473,0.103985,0.000317915,-0.000317915,-0.00295649,0.00295649
1.59466,0.11752,0.000389358,-0.000389358,-0.00296461,0.00296461
1.79484,0.12912,0.000480047,-0.000480047,-0.00297248,0.00297248
1.9951,0.136956,0.000588603,-0.000588603,-0.00298113,0.00298113
2.19531,0.146189,0.000714969,-0.000714969,-0.00298835,0.00298835
2.39559,0.151398,0.000860843,-0.000860843,-0.00299724,0.00299724
2.59584,0.152669,0.00102759,-0.00102759,-0.00300572,0.00300572
2.79578,0.157103,0.00122449,-0.00122449,-0.00301363,0.00301363
2.99621,0.158668,0.00144504,-0.00144504,-0.00302164,0.00302164
3.19597,0.15393,0.00169436,-0.00169436,-0.00302956,0.00302956
3.39648,0.154546,0.00198139,-0.00198139,-0.00303827,0.00303827
3.59628,0.150158,0.00230827,-0.00230827,-0.003047,0.003047
3.79639,0.147317,0.0026683,-0.0026683,-0.00305554,0.00305554

