#: table_doi: 10.17182/hepdata.74447.v1/t168
#: name: Table 168
#: description: proton delta3 as a function of pT for centrality: 0-1%.

#: data_file: Table168.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-1%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.523065,0.000157288,0.000183331,-0.000183331,-8.94108e-05,8.94108e-05
0.702382,0.000718838,0.000123913,-0.000123913,-7.35404e-05,7.35404e-05
0.897963,0.0011063,0.000121699,-0.000121699,-5.767e-05,5.767e-05
1.09642,0.00143145,0.000134668,-0.000134668,-4.17996e-05,4.17996e-05
1.29563,0.00161075,0.00015518,-0.00015518,-2.59292e-05,2.59292e-05
1.49606,0.00184386,0.000182773,-0.000182773,-1.00588e-05,1.00588e-05
1.69551,0.00216613,0.00021498,-0.00021498,-5.81159e-06,5.81159e-06
1.89542,0.00218137,0.000254673,-0.000254673,-2.1682e-05,2.1682e-05
2.0953,0.00235843,0.000304882,-0.000304882,-3.75524e-05,3.75524e-05
2.29599,0.00266919,0.000362263,-0.000362263,-5.34228e-05,5.34228e-05
2.49571,0.00267604,0.000429643,-0.000429643,-6.92932e-05,6.92932e-05
2.69551,0.00320444,0.000508767,-0.000508767,-8.51636e-05,8.51636e-05
2.89568,0.00175135,0.000597878,-0.000597878,-0.000101034,0.000101034
3.09536,0.00298204,0.000704625,-0.000704625,-0.000116904,0.000116904
3.29569,0.00271548,0.000833395,-0.000833395,-0.000132775,0.000132775
3.49635,0.00377263,0.000978932,-0.000978932,-0.000148645,0.000148645
3.6966,0.00114357,0.00114431,-0.00114431,-0.000164516,0.000164516
3.89389,0.00201807,0.00133038,-0.00133038,-0.000180386,0.000180386
4.17954,0.00222598,0.00117319,-0.00117319,-0.000204192,0.000204192
4.58488,0.00194183,0.0015511,-0.0015511,-0.000235932,0.000235932
4.98416,0.00618655,0.00213344,-0.00213344,-0.000267673,0.000267673
5.38658,0.00533713,0.00279165,-0.00279165,-0.000299414,0.000299414
5.73584,0.00713584,0.00437073,-0.00437073,-0.000327187,0.000327187

