#: table_doi: 10.17182/hepdata.74447.v1/t172
#: name: Table 172
#: description: proton delta3 as a function of pT for centrality: 20-30%.

#: data_file: Table172.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,20-30%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.523065,0.000253838,0.000295867,-0.000295867,-0.000144295,0.000144295
0.702382,0.00116009,0.000199974,-0.000199974,-0.000118682,0.000118682
0.897963,0.00178539,0.0001964,-0.0001964,-9.30702e-05,9.30702e-05
1.09642,0.00231013,0.000217329,-0.000217329,-6.74579e-05,6.74579e-05
1.29563,0.00259949,0.000250431,-0.000250431,-4.18456e-05,4.18456e-05
1.49606,0.00297569,0.000294962,-0.000294962,-1.62333e-05,1.62333e-05
1.69551,0.00349579,0.000346939,-0.000346939,-9.37898e-06,9.37898e-06
1.89542,0.00352038,0.000410998,-0.000410998,-3.49913e-05,3.49913e-05
2.0953,0.00380612,0.000492026,-0.000492026,-6.06035e-05,6.06035e-05
2.29599,0.00430764,0.00058463,-0.00058463,-8.62158e-05,8.62158e-05
2.49571,0.0043187,0.000693371,-0.000693371,-0.000111828,0.000111828
2.69551,0.00517146,0.000821064,-0.000821064,-0.00013744,0.00013744
2.89568,0.0028264,0.000964877,-0.000964877,-0.000163053,0.000163053
3.09536,0.00481253,0.00113715,-0.00113715,-0.000188665,0.000188665
3.29569,0.00438236,0.00134496,-0.00134496,-0.000214277,0.000214277
3.49635,0.00608842,0.00157984,-0.00157984,-0.00023989,0.00023989
3.6966,0.00184553,0.00184673,-0.00184673,-0.000265502,0.000265502
3.89389,0.00325684,0.00214702,-0.00214702,-0.000291114,0.000291114
4.17954,0.00359239,0.00189334,-0.00189334,-0.000329533,0.000329533
4.58488,0.00313381,0.00250323,-0.00250323,-0.000380757,0.000380757
4.98416,0.00998411,0.00344304,-0.00344304,-0.000431982,0.000431982
5.38658,0.00861328,0.00450528,-0.00450528,-0.000483206,0.000483206
5.73584,0.0115161,0.00705366,-0.00705366,-0.000528028,0.000528028

