#: table_doi: 10.17182/hepdata.74447.v1/t180
#: name: Table 180
#: description: pion delta4 as a function of pT for centrality: 30-40%.

#: data_file: Table180.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,30-40%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.405699,0.000610272,0.000130456,-0.000130456,-4.79481e-05,4.79481e-05
0.593969,0.000911305,0.000138692,-0.000138692,-6.68178e-05,6.68178e-05
0.79382,0.00178904,0.000177118,-0.000177118,-8.56875e-05,8.56875e-05
0.993862,0.00240092,0.000224097,-0.000224097,-0.000104557,0.000104557
1.19403,0.0034434,0.000282313,-0.000282313,-0.000123427,0.000123427
1.39407,0.004658,0.000355028,-0.000355028,-0.000142297,0.000142297
1.5945,0.00580049,0.000445607,-0.000445607,-0.000161166,0.000161166
1.79459,0.00656521,0.000551976,-0.000551976,-0.000180036,0.000180036
1.9946,0.00752882,0.000682782,-0.000682782,-0.000198906,0.000198906
2.19503,0.0090131,0.000841193,-0.000841193,-0.000217775,0.000217775
2.39502,0.0104081,0.00102432,-0.00102432,-0.000236645,0.000236645
2.59533,0.0118613,0.00123806,-0.00123806,-0.000255515,0.000255515
2.79575,0.00977469,0.00147378,-0.00147378,-0.000274385,0.000274385
3.08049,0.0135101,0.00131567,-0.00131567,-0.000302689,0.000302689
3.48249,0.0165574,0.00174951,-0.00174951,-0.000340429,0.000340429
3.88395,0.0143585,0.00227963,-0.00227963,-0.000378168,0.000378168
4.36832,0.014084,0.0025011,-0.0025011,-0.000425342,0.000425342
4.96811,0.0239087,0.00347014,-0.00347014,-0.000481951,0.000481951
5.5712,0.0222521,0.00467481,-0.00467481,-0.00053856,0.00053856

