#: table_doi: 10.17182/hepdata.74447.v1/t31
#: name: Table 31
#: description: pion <uQ>4 as a function of pT for centrality: 0-1%.

#: data_file: Table31.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-1%
'pT [(GeV/c)]','<uQ>4','stat +','stat -','sys +','sys -'
0.413247,-0.0314477,0.00254505,-0.00254505,-0.00819209,0.00819209
0.594128,0.0220023,0.00241159,-0.00241159,-0.00817224,0.00817224
0.792381,0.0963161,0.00318571,-0.00318571,-0.00815192,0.00815192
0.992111,0.161908,0.00441338,-0.00441338,-0.00814062,0.00814062
1.19283,0.223659,0.00600078,-0.00600078,-0.00813539,0.00813539
1.39294,0.281863,0.00795732,-0.00795732,-0.00813134,0.00813134
1.59339,0.319043,0.0103063,-0.0103063,-0.00814132,0.00814132
1.79387,0.378972,0.0132671,-0.0132671,-0.00812128,0.00812128
1.99433,0.453624,0.016869,-0.016869,-0.00813531,0.00813531
2.19442,0.47337,0.0211316,-0.0211316,-0.00813317,0.00813317
2.39473,0.574875,0.0264186,-0.0264186,-0.00812449,0.00812449
2.59486,0.567776,0.0324354,-0.0324354,-0.00813824,0.00813824
2.79526,0.551224,0.0394436,-0.0394436,-0.00814736,0.00814736
3.07774,0.642318,0.0363297,-0.0363297,-0.00817855,0.00817855
3.47924,0.596504,0.0511365,-0.0511365,-0.00820127,0.00820127
3.88102,0.480284,0.0707026,-0.0707026,-0.00822325,0.00822325
4.35864,0.462153,0.0825773,-0.0825773,-0.00824174,0.00824174
4.96266,0.410632,0.123825,-0.123825,-0.00810289,0.00810289
5.56915,0.405669,0.179358,-0.179358,-0.00824792,0.00824792

