#: table_doi: 10.17182/hepdata.74447.v1/t141
#: name: Table 141
#: description: kaon delta2 as a function of pT for centrality: 0-5%.

#: data_file: Table141.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-5%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.432718,0.00150266,0.00013803,-0.00013803,-6.22729e-05,6.22729e-05
0.602588,0.00195323,7.93136e-05,-7.93136e-05,-7.57358e-05,7.57358e-05
0.797838,0.00277773,7.95453e-05,-7.95453e-05,-7.86389e-05,7.86389e-05
0.996625,0.00337045,8.85846e-05,-8.85846e-05,-8.1542e-05,8.1542e-05
1.19614,0.00380593,0.000101582,-0.000101582,-8.4445e-05,8.4445e-05
1.39539,0.00451985,0.000118079,-0.000118079,-8.73481e-05,8.73481e-05
1.59558,0.0045418,0.000136556,-0.000136556,-9.02512e-05,9.02512e-05
1.79546,0.00502812,0.000161895,-0.000161895,-9.31542e-05,9.31542e-05
1.99508,0.005604,0.000193683,-0.000193683,-9.60573e-05,9.60573e-05
2.19541,0.0059056,0.000233363,-0.000233363,-9.89604e-05,9.89604e-05
2.39532,0.00640038,0.000282708,-0.000282708,-0.000101863,0.000101863
2.59488,0.00716312,0.00034009,-0.00034009,-0.000104766,0.000104766
2.79488,0.00777449,0.000415409,-0.000415409,-0.00010767,0.00010767
2.9951,0.00735142,0.000496815,-0.000496815,-0.000110573,0.000110573
3.19652,0.00762305,0.000596483,-0.000596483,-0.000113476,0.000113476
3.3945,0.0075569,0.000716123,-0.000716123,-0.000116379,0.000116379
3.59507,0.00955713,0.000871408,-0.000871408,-0.000119282,0.000119282
3.79651,0.0104409,0.00103978,-0.00103978,-0.000122185,0.000122185

