#: table_doi: 10.17182/hepdata.74447.v1/t41
#: name: Table 41
#: description: pion <uQ>5 as a function of pT for centrality: 20-30%.

#: data_file: Table41.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,20-30%
'pT [(GeV/c)]','<uQ>5','stat +','stat -','sys +','sys -'
0.413018,-0.00451973,0.00154052,-0.00154052,-0.00482895,0.00482895
0.594179,-0.00638252,0.00147949,-0.00147949,-0.00488856,0.00488856
0.792546,0.0115633,0.00191678,-0.00191678,-0.00503098,0.00503098
0.992793,0.0328403,0.0026321,-0.0026321,-0.0052526,0.0052526
1.19337,0.0445611,0.00349436,-0.00349436,-0.0055437,0.0055437
1.39345,0.065261,0.00459238,-0.00459238,-0.00589535,0.00589535
1.59396,0.0817122,0.00584522,-0.00584522,-0.00629628,0.00629628
1.79438,0.0870032,0.00731653,-0.00731653,-0.00673753,0.00673753
1.99485,0.102628,0.00913797,-0.00913797,-0.00721324,0.00721324
2.19484,0.120529,0.0112399,-0.0112399,-0.00771303,0.00771303
2.4764,0.134561,0.0105453,-0.0105453,-0.00850735,0.00850735
2.87915,0.151377,0.0150205,-0.0150205,-0.00961883,0.00961883
3.28103,0.148954,0.0205963,-0.0205963,-0.0107771,0.0107771
3.6814,0.160453,0.0278552,-0.0278552,-0.0119676,0.0119676
4.28597,0.194994,0.0283217,-0.0283217,-0.0141049,0.0141049
5.31082,0.12491,0.0538286,-0.0538286,-0.0172377,0.0172377

