#: table_doi: 10.17182/hepdata.74447.v1/t216
#: name: Table 216
#: description: proton delta5 as a function of pT for centrality: 40-50%.

#: data_file: Table216.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,40-50%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.523065,-0.00374135,0.00268162,-0.00268162,-0.0004813,0.0004813
0.702382,0.000388864,0.00181193,-0.00181193,-0.000485238,0.000485238
0.897963,-0.00033976,0.00178002,-0.00178002,-0.000489175,0.000489175
1.09642,0.00438182,0.00197059,-0.00197059,-0.000493113,0.000493113
1.29563,0.00443698,0.00227011,-0.00227011,-0.000497051,0.000497051
1.49606,0.00552642,0.00267397,-0.00267397,-0.000500988,0.000500988
1.69551,0.0065834,0.00314511,-0.00314511,-0.000504926,0.000504926
1.89542,0.00484465,0.00372503,-0.00372503,-0.000508864,0.000508864
2.0953,0.00539229,0.00445871,-0.00445871,-0.000512801,0.000512801
2.29599,0.00341805,0.00529782,-0.00529782,-0.000516739,0.000516739
2.57792,0.00919181,0.00480104,-0.00480104,-0.000522646,0.000522646
2.97788,0.0116447,0.00666822,-0.00666822,-0.000530521,0.000530521
3.37848,0.0085677,0.00927958,-0.00927958,-0.000538396,0.000538396
3.78082,0.0299557,0.0126913,-0.0126913,-0.000546272,0.000546272
4.37668,0.0338655,0.0129911,-0.0129911,-0.000560054,0.000560054
5.3546,0.0360725,0.0278891,-0.0278891,-0.000529203,0.000529203

