#: table_doi: 10.17182/hepdata.74447.v1/t144
#: name: Table 144
#: description: kaon delta2 as a function of pT for centrality: 20-30%.

#: data_file: Table144.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,20-30%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.432718,0.00123484,0.000113428,-0.000113428,-5.11739e-05,5.11739e-05
0.602588,0.00160511,6.51771e-05,-6.51771e-05,-6.22373e-05,6.22373e-05
0.797838,0.00228265,6.53672e-05,-6.53672e-05,-6.46229e-05,6.46229e-05
0.996625,0.00276973,7.27953e-05,-7.27953e-05,-6.70086e-05,6.70086e-05
1.19614,0.00312759,8.34761e-05,-8.34761e-05,-6.93942e-05,6.93942e-05
1.39539,0.00371427,9.70323e-05,-9.70323e-05,-7.17799e-05,7.17799e-05
1.59558,0.0037323,0.000112216,-0.000112216,-7.41655e-05,7.41655e-05
1.79546,0.00413195,0.000133039,-0.000133039,-7.65512e-05,7.65512e-05
1.99508,0.00460519,0.000159162,-0.000159162,-7.89368e-05,7.89368e-05
2.19541,0.00485304,0.00019177,-0.00019177,-8.13225e-05,8.13225e-05
2.39532,0.00525963,0.00023232,-0.00023232,-8.37081e-05,8.37081e-05
2.59488,0.00588643,0.000279475,-0.000279475,-8.60938e-05,8.60938e-05
2.79488,0.00638883,0.000341369,-0.000341369,-8.84794e-05,8.84794e-05
2.9951,0.00604117,0.000408266,-0.000408266,-9.08651e-05,9.08651e-05
3.19652,0.00626438,0.00049017,-0.00049017,-9.32507e-05,9.32507e-05
3.3945,0.00621002,0.000588487,-0.000588487,-9.56364e-05,9.56364e-05
3.59507,0.00785374,0.000716094,-0.000716094,-9.8022e-05,9.8022e-05
3.79651,0.00858003,0.000854454,-0.000854454,-0.000100408,0.000100408

