#: table_doi: 10.17182/hepdata.74447.v1/t182
#: name: Table 182
#: description: kaon delta4 as a function of pT for centrality: 0-1%.

#: data_file: Table182.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-1%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.432718,0.000478263,0.000407026,-0.000407026,-5.00088e-05,5.00088e-05
0.602588,0.000589413,0.000233888,-0.000233888,-5.11683e-05,5.11683e-05
0.797838,0.000623852,0.00023457,-0.00023457,-5.23278e-05,5.23278e-05
0.996625,0.000647395,0.000261227,-0.000261227,-5.34874e-05,5.34874e-05
1.19614,0.00113297,0.000299564,-0.000299564,-5.46469e-05,5.46469e-05
1.39539,0.00113906,0.000348205,-0.000348205,-5.58064e-05,5.58064e-05
1.59558,0.00209088,0.000402727,-0.000402727,-5.69659e-05,5.69659e-05
1.79546,0.0019325,0.000477433,-0.000477433,-5.81255e-05,5.81255e-05
1.99508,0.00320714,0.000571221,-0.000571221,-5.9285e-05,5.9285e-05
2.19541,0.00346903,0.000688228,-0.000688228,-6.04445e-05,6.04445e-05
2.39532,0.00346063,0.000833721,-0.000833721,-6.1604e-05,6.1604e-05
2.59488,0.00228566,0.00100288,-0.00100288,-6.27636e-05,6.27636e-05
2.79488,0.00524274,0.00122508,-0.00122508,-6.39231e-05,6.39231e-05
3.07595,0.0040078,0.00112573,-0.00112573,-6.56624e-05,6.56624e-05
3.47409,0.00711661,0.00163156,-0.00163156,-6.79814e-05,6.79814e-05
3.87617,0.00684786,0.00237968,-0.00237968,-7.03005e-05,7.03005e-05

