#: table_doi: 10.17182/hepdata.74447.v1/t62
#: name: Table 62
#: description: kaon v2 as a function of pT for centrality: 40-50%.

#: data_file: Table62.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','v2','stat +','stat -','sys +','sys -'
0.437443,0.0358389,0.00102879,-0.00102879,-0.00367714,0.00367714
0.606341,0.0627706,0.000516045,-0.000516045,-0.00368295,0.00368295
0.799318,0.0936681,0.000475195,-0.000475195,-0.00368876,0.00368876
0.996749,0.122798,0.000517141,-0.000517141,-0.00369594,0.00369594
1.19575,0.149601,0.000600171,-0.000600171,-0.00370221,0.00370221
1.39501,0.169345,0.000719142,-0.000719142,-0.003709,0.003709
1.59501,0.185967,0.000871324,-0.000871324,-0.00371636,0.00371636
1.79506,0.197536,0.0010643,-0.0010643,-0.00372286,0.00372286
1.99555,0.208112,0.00128104,-0.00128104,-0.00373015,0.00373015
2.19606,0.213954,0.00152853,-0.00152853,-0.00373631,0.00373631
2.39623,0.21803,0.00179314,-0.00179314,-0.00374184,0.00374184
2.59639,0.216802,0.00207927,-0.00207927,-0.0037496,0.0037496
2.79635,0.215794,0.00241269,-0.00241269,-0.00375693,0.00375693
2.99631,0.219707,0.00278487,-0.00278487,-0.0037641,0.0037641
3.19622,0.206931,0.0032493,-0.0032493,-0.00377059,0.00377059
3.39597,0.206988,0.00381019,-0.00381019,-0.0037809,0.0037809
3.59595,0.197894,0.00447685,-0.00447685,-0.00378443,0.00378443
3.79576,0.194503,0.00529069,-0.00529069,-0.00379032,0.00379032

