#: table_doi: 10.17182/hepdata.74447.v1/t133
#: name: Table 133
#: description: pion delta2 as a function of pT for centrality: 0-1%.

#: data_file: Table133.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-1%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.405699,0.0019439,2.33059e-05,-2.33059e-05,-8.46234e-05,8.46234e-05
0.593969,0.00298754,2.47968e-05,-2.47968e-05,-0.000113187,0.000113187
0.79382,0.00398503,3.16658e-05,-3.16658e-05,-0.000127861,0.000127861
0.993862,0.00475721,4.00549e-05,-4.00549e-05,-0.000142535,0.000142535
1.19403,0.00549369,5.0441e-05,-5.0441e-05,-0.000157209,0.000157209
1.39407,0.0060785,6.34071e-05,-6.34071e-05,-0.000171883,0.000171883
1.5945,0.00662046,7.95624e-05,-7.95624e-05,-0.000186557,0.000186557
1.79459,0.00707905,9.85423e-05,-9.85423e-05,-0.000201232,0.000201232
1.9946,0.0076727,0.000121885,-0.000121885,-0.000215906,0.000215906
2.19503,0.00812784,0.000150148,-0.000150148,-0.00023058,0.00023058
2.39502,0.00829187,0.000182822,-0.000182822,-0.000245254,0.000245254
2.59533,0.00900173,0.000220968,-0.000220968,-0.000259928,0.000259928
2.79575,0.00961078,0.000263072,-0.000263072,-0.000274602,0.000274602
2.99589,0.0102713,0.000309143,-0.000309143,-0.000289276,0.000289276
3.19627,0.0109492,0.000361078,-0.000361078,-0.00030395,0.00030395
3.39666,0.0111037,0.000414342,-0.000414342,-0.000318624,0.000318624
3.59657,0.011306,0.00047507,-0.00047507,-0.000333298,0.000333298
3.79698,0.0116042,0.000541805,-0.000541805,-0.000347972,0.000347972
4.085,0.0125536,0.000462524,-0.000462524,-0.000369983,0.000369983
4.48648,0.0132293,0.000579676,-0.000579676,-0.000399331,0.000399331
4.88692,0.0143959,0.000722358,-0.000722358,-0.000428679,0.000428679
5.28891,0.0153097,0.000889002,-0.000889002,-0.000458028,0.000458028
5.68944,0.015943,0.0010777,-0.0010777,-0.000487376,0.000487376

