#: table_doi: 10.17182/hepdata.74447.v1/t186
#: name: Table 186
#: description: kaon delta4 as a function of pT for centrality: 20-30%.

#: data_file: Table186.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,20-30%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.432718,0.000757843,0.000644959,-0.000644959,-7.92426e-05,7.92426e-05
0.602588,0.000933978,0.000370604,-0.000370604,-8.108e-05,8.108e-05
0.797838,0.000988544,0.000371685,-0.000371685,-8.29173e-05,8.29173e-05
0.996625,0.00102589,0.000413923,-0.000413923,-8.47547e-05,8.47547e-05
1.19614,0.0017953,0.000474661,-0.000474661,-8.6592e-05,8.6592e-05
1.39539,0.00180494,0.000551739,-0.000551739,-8.84294e-05,8.84294e-05
1.59558,0.00331315,0.0006381,-0.0006381,-9.02667e-05,9.02667e-05
1.79546,0.0030622,0.00075649,-0.00075649,-9.21041e-05,9.21041e-05
1.99508,0.00508194,0.000905057,-0.000905057,-9.39414e-05,9.39414e-05
2.19541,0.00549695,0.00109047,-0.00109047,-9.57788e-05,9.57788e-05
2.39532,0.00548363,0.00132103,-0.00132103,-9.76162e-05,9.76162e-05
2.59488,0.0036218,0.00158912,-0.00158912,-9.94535e-05,9.94535e-05
2.79488,0.00830755,0.00194111,-0.00194111,-0.000101291,0.000101291
3.07595,0.0063507,0.00178376,-0.00178376,-0.000104047,0.000104047
3.47409,0.0112771,0.00258525,-0.00258525,-0.000107722,0.000107722
3.87617,0.0108511,0.00377072,-0.00377072,-0.000111396,0.000111396

