#: table_doi: 10.17182/hepdata.74447.v1/t102
#: name: Table 102
#: description: kaon v4 as a function of pT for centrality: 20-30%.

#: data_file: Table102.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,20-30%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.437558,-0.0052373,0.00201616,-0.00201616,-0.00501358,0.00501358
0.606926,0.000453276,0.000999641,-0.000999641,-0.00503916,0.00503916
0.799831,0.00846163,0.000912523,-0.000912523,-0.00508392,0.00508392
0.997183,0.0148627,0.000984772,-0.000984772,-0.00515799,0.00515799
1.19571,0.0236894,0.00113787,-0.00113787,-0.00524808,0.00524808
1.39484,0.0326538,0.00136434,-0.00136434,-0.00535792,0.00535792
1.59479,0.041566,0.00165786,-0.00165786,-0.00548814,0.00548814
1.79498,0.0465877,0.00203001,-0.00203001,-0.00563538,0.00563538
1.9952,0.0533608,0.0024712,-0.0024712,-0.00579059,0.00579059
2.19544,0.0598931,0.00298069,-0.00298069,-0.00596588,0.00596588
2.39571,0.0654278,0.00355788,-0.00355788,-0.00615213,0.00615213
2.59586,0.0690663,0.00421266,-0.00421266,-0.00633009,0.00633009
2.7961,0.0642608,0.00497825,-0.00497825,-0.0065394,0.0065394
3.08127,0.0792198,0.00442616,-0.00442616,-0.00685579,0.00685579
3.48259,0.0686755,0.00602953,-0.00602953,-0.00731754,0.00731754
3.8817,0.0587851,0.00822185,-0.00822185,-0.00780518,0.00780518

