#: table_doi: 10.17182/hepdata.74447.v1/t175
#: name: Table 175
#: description: pion delta4 as a function of pT for centrality: 0-1%.

#: data_file: Table175.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-1%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.405699,0.000276625,5.91358e-05,-5.91358e-05,-2.17341e-05,2.17341e-05
0.593969,0.00041307,6.28715e-05,-6.28715e-05,-3.02874e-05,3.02874e-05
0.79382,0.000810908,8.02986e-05,-8.02986e-05,-3.88407e-05,3.88407e-05
0.993862,0.0010883,0.000101599,-0.000101599,-4.7394e-05,4.7394e-05
1.19403,0.00156081,0.000128,-0.000128,-5.59473e-05,5.59473e-05
1.39407,0.00211139,0.000160975,-0.000160975,-6.45006e-05,6.45006e-05
1.5945,0.00262926,0.000202045,-0.000202045,-7.30539e-05,7.30539e-05
1.79459,0.00297589,0.000250262,-0.000250262,-8.16072e-05,8.16072e-05
1.9946,0.00341268,0.000309558,-0.000309558,-9.01605e-05,9.01605e-05
2.19503,0.00408549,0.000381373,-0.000381373,-9.87138e-05,9.87138e-05
2.39502,0.0047178,0.000464386,-0.000464386,-0.000107267,0.000107267
2.59533,0.00537652,0.00056128,-0.00056128,-0.00011582,0.00011582
2.79575,0.0044307,0.00066809,-0.00066809,-0.000124374,0.000124374
3.08049,0.00612387,0.000596425,-0.000596425,-0.000137204,0.000137204
3.48249,0.00750516,0.000793087,-0.000793087,-0.00015431,0.00015431
3.88395,0.00650842,0.00103335,-0.00103335,-0.000171417,0.000171417
4.36832,0.006384,0.00113373,-0.00113373,-0.0001928,0.0001928
4.96811,0.0108373,0.001573,-0.001573,-0.00021846,0.00021846
5.5712,0.0100865,0.00211904,-0.00211904,-0.00024412,0.00024412

