#: table_doi: 10.17182/hepdata.74447.v1/t70
#: name: Table 70
#: description: pion v3 as a function of pT for centrality: 0-1%.

#: data_file: Table70.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-1%
'pT [(GeV/c)]','v3','stat +','stat -','sys +','sys -'
0.413247,0.00630233,0.000158341,-0.000158341,-0.00446389,0.00446389
0.594128,0.0141021,0.000153032,-0.000153032,-0.00444798,0.00444798
0.792381,0.022106,0.00020228,-0.00020228,-0.00444423,0.00444423
0.992111,0.0302848,0.000276606,-0.000276606,-0.00444245,0.00444245
1.19283,0.0381159,0.000374797,-0.000374797,-0.0044463,0.0044463
1.39294,0.0451868,0.000497634,-0.000497634,-0.00445082,0.00445082
1.59339,0.0505083,0.000649197,-0.000649197,-0.00446081,0.00446081
1.79387,0.0596182,0.000838544,-0.000838544,-0.00446991,0.00446991
1.99433,0.0628639,0.00106818,-0.00106818,-0.00449368,0.00449368
2.19442,0.0698342,0.00134502,-0.00134502,-0.00450807,0.00450807
2.39473,0.076359,0.00167929,-0.00167929,-0.00451772,0.00451772
2.59486,0.0752718,0.00207129,-0.00207129,-0.00454773,0.00454773
2.79526,0.078309,0.00252345,-0.00252345,-0.0045772,0.0045772
2.99544,0.0798534,0.00302708,-0.00302708,-0.00460782,0.00460782
3.19574,0.0800444,0.00364019,-0.00364019,-0.00463834,0.00463834
3.3956,0.0788333,0.00429883,-0.00429883,-0.00466819,0.00466819
3.59581,0.0686859,0.00509424,-0.00509424,-0.00473766,0.00473766
3.79588,0.0662679,0.00599121,-0.00599121,-0.00476282,0.00476282
4.08191,0.0677182,0.00530427,-0.00530427,-0.00481703,0.00481703
4.4827,0.0665678,0.00708836,-0.00708836,-0.00490042,0.00490042
4.88399,0.0538893,0.00924302,-0.00924302,-0.00503227,0.00503227
5.28396,0.0680661,0.0119974,-0.0119974,-0.00509843,0.00509843
5.68665,0.0390931,0.0148011,-0.0148011,-0.0052756,0.0052756

