#: table_doi: 10.17182/hepdata.74447.v1/t114
#: name: Table 114
#: description: pion v5 as a function of pT for centrality: 5-10%.

#: data_file: Table114.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,5-10%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.413259,-0.00494244,0.000347498,-0.000347498,-0.00395734,0.00395734
0.594161,-0.00575232,0.00033897,-0.00033897,-0.00403597,0.00403597
0.792424,0.00199715,0.000428502,-0.000428502,-0.00419493,0.00419493
0.992367,0.00861127,0.000571936,-0.000571936,-0.00445162,0.00445162
1.19299,0.0141674,0.000761355,-0.000761355,-0.0047866,0.0047866
1.39308,0.0189354,0.00099911,-0.00099911,-0.00518761,0.00518761
1.59351,0.020673,0.00128899,-0.00128899,-0.00563843,0.00563843
1.794,0.0243923,0.00164708,-0.00164708,-0.00612577,0.00612577
1.99453,0.0314161,0.00208183,-0.00208183,-0.00664694,0.00664694
2.19453,0.038378,0.00260015,-0.00260015,-0.00718184,0.00718184
2.47484,0.0392602,0.00248882,-0.00248882,-0.00802962,0.00802962
2.87774,0.0426369,0.00364035,-0.00364035,-0.0091976,0.0091976
3.27949,0.0442368,0.00511515,-0.00511515,-0.0104044,0.0104044
3.68087,0.0520163,0.00700015,-0.00700015,-0.0116283,0.0116283
4.28638,0.0487295,0.00709411,-0.00709411,-0.0138161,0.0138161
5.30516,0.0630844,0.0136337,-0.0136337,-0.0169896,0.0169896

