#: table_doi: 10.17182/hepdata.74447.v1/t120
#: name: Table 120
#: description: kaon v5 as a function of pT for centrality: 0-5%.

#: data_file: Table120.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-5%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.437412,-0.0128358,0.00203269,-0.00203269,-0.00843068,0.00843068
0.606879,-0.00863312,0.00102362,-0.00102362,-0.00843297,0.00843297
0.79998,-0.000634305,0.00094658,-0.00094658,-0.00838914,0.00838914
0.997312,0.00560722,0.00102754,-0.00102754,-0.00836691,0.00836691
1.19558,0.0115002,0.00119046,-0.00119046,-0.00836727,0.00836727
1.39464,0.0128588,0.0014249,-0.0014249,-0.00838616,0.00838616
1.59457,0.0173164,0.00172079,-0.00172079,-0.0084062,0.0084062
1.79474,0.0225254,0.00210616,-0.00210616,-0.00845644,0.00845644
1.99492,0.0274697,0.00257534,-0.00257534,-0.0085141,0.0085141
2.19509,0.0283427,0.00313779,-0.00313779,-0.00858394,0.00858394
2.47679,0.0349532,0.00292947,-0.00292947,-0.00868809,0.00868809
2.87811,0.0351719,0.00424249,-0.00424249,-0.00889376,0.00889376
3.27927,0.041066,0.00601448,-0.00601448,-0.00914713,0.00914713
3.68094,0.039616,0.0084124,-0.0084124,-0.00937405,0.00937405

