#: table_doi: 10.17182/hepdata.74447.v1/t93
#: name: Table 93
#: description: pion v4 as a function of pT for centrality: 5-10%.

#: data_file: Table93.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,5-10%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.413259,-0.00216912,0.000149525,-0.000149525,-0.00693545,0.00693545
0.594161,0.00475912,0.000145586,-0.000145586,-0.0069221,0.0069221
0.792424,0.0128517,0.0001897,-0.0001897,-0.00690922,0.00690922
0.992367,0.0206202,0.000255303,-0.000255303,-0.00690211,0.00690211
1.19299,0.0280795,0.000340163,-0.000340163,-0.00690089,0.00690089
1.39308,0.0351149,0.0004464,-0.0004464,-0.00689735,0.00689735
1.59351,0.0430956,0.000576505,-0.000576505,-0.00689933,0.00689933
1.794,0.0496639,0.000737324,-0.000737324,-0.00690178,0.00690178
1.99453,0.0557512,0.000931966,-0.000931966,-0.0069062,0.0069062
2.19453,0.0596413,0.00116467,-0.00116467,-0.00690864,0.00690864
2.39484,0.0655955,0.00144119,-0.00144119,-0.00691408,0.00691408
2.59517,0.0629975,0.00176383,-0.00176383,-0.00692644,0.00692644
2.79536,0.06904,0.00212876,-0.00212876,-0.00692638,0.00692638
3.07866,0.0690404,0.0019441,-0.0019441,-0.00693662,0.00693662
3.4803,0.0689923,0.00269307,-0.00269307,-0.00693016,0.00693016
3.88118,0.0673642,0.0036514,-0.0036514,-0.00694183,0.00694183
4.35915,0.0649928,0.00423375,-0.00423375,-0.00697459,0.00697459
4.96345,0.0535297,0.00635185,-0.00635185,-0.00698508,0.00698508
5.56826,0.0451682,0.00907295,-0.00907295,-0.00695941,0.00695941

