#: table_doi: 10.17182/hepdata.74447.v1/t167
#: name: Table 167
#: description: kaon delta3 as a function of pT for centrality: 40-50%.

#: data_file: Table167.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.432718,0.0021916,0.000713965,-0.000713965,-0.000223295,0.000223295
0.602588,0.00193007,0.000410254,-0.000410254,-0.000205244,0.000205244
0.797838,0.00217324,0.000411451,-0.000411451,-0.000187194,0.000187194
0.996625,0.00375391,0.000458216,-0.000458216,-0.000169144,0.000169144
1.19614,0.00508416,0.000525454,-0.000525454,-0.000151093,0.000151093
1.39539,0.00671169,0.000610794,-0.000610794,-0.000133043,0.000133043
1.59558,0.00685899,0.000706363,-0.000706363,-0.000114992,0.000114992
1.79546,0.00642901,0.000837422,-0.000837422,-9.69421e-05,9.69421e-05
1.99508,0.00761733,0.00100185,-0.00100185,-7.88917e-05,7.88917e-05
2.19541,0.00920454,0.00120711,-0.00120711,-6.08413e-05,6.08413e-05
2.39532,0.00731122,0.00146233,-0.00146233,-4.27909e-05,4.27909e-05
2.59488,0.00976564,0.00175915,-0.00175915,-2.47405e-05,2.47405e-05
2.79488,0.00848327,0.00214873,-0.00214873,-6.69014e-06,6.69014e-06
2.9951,0.00962922,0.0025698,-0.0025698,-1.13603e-05,1.13603e-05
3.19652,0.0124489,0.00308535,-0.00308535,-2.94106e-05,2.94106e-05
3.3945,0.0055598,0.00370417,-0.00370417,-4.7461e-05,4.7461e-05
3.59507,0.00566763,0.00450738,-0.00450738,-6.55114e-05,6.55114e-05
3.79651,0.012828,0.00537828,-0.00537828,-8.35618e-05,8.35618e-05

