#: table_doi: 10.17182/hepdata.74447.v1/t42
#: name: Table 42
#: description: pion <uQ>5 as a function of pT for centrality: 40-50%.

#: data_file: Table42.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,40-50%
'pT [(GeV/c)]','<uQ>5','stat +','stat -','sys +','sys -'
0.412467,-6.72838e-05,0.00145365,-0.00145365,-0.0114815,0.0114815
0.594104,-0.00107845,0.00142955,-0.00142955,-0.0115049,0.0115049
0.792721,0.00560448,0.00186574,-0.00186574,-0.0115642,0.0115642
0.993332,0.0197516,0.00254391,-0.00254391,-0.0116598,0.0116598
1.19387,0.024099,0.00329094,-0.00329094,-0.0117913,0.0117913
1.39401,0.0412145,0.00429714,-0.00429714,-0.0119637,0.0119637
1.59433,0.041221,0.0052708,-0.0052708,-0.0121645,0.0121645
1.79467,0.050415,0.00657593,-0.00657593,-0.0124079,0.0124079
1.99484,0.0515627,0.00808468,-0.00808468,-0.0126707,0.0126707
2.19525,0.0589222,0.00985373,-0.00985373,-0.0129684,0.0129684
2.47772,0.0547512,0.00905121,-0.00905121,-0.0134603,0.0134603
2.8805,0.0676857,0.0126928,-0.0126928,-0.0142062,0.0142062
3.28072,0.0384565,0.0171495,-0.0171495,-0.0150183,0.0150183
3.68124,0.0861606,0.0235011,-0.0235011,-0.0159037,0.0159037
4.29421,0.0841601,0.0237249,-0.0237249,-0.0175879,0.0175879
5.31678,0.0376206,0.0428944,-0.0428944,-0.0202021,0.0202021

