#: table_doi: 10.17182/hepdata.74447.v1/t77
#: name: Table 77
#: description: kaon v3 as a function of pT for centrality: 0-1%.

#: data_file: Table77.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-1%
'pT [(GeV/c)]','v3','stat +','stat -','sys +','sys -'
0.437333,0.0011065,0.00106143,-0.00106143,-0.00138154,0.00138154
0.606815,0.00509107,0.000514429,-0.000514429,-0.00129727,0.00129727
0.799984,0.0116053,0.000463975,-0.000463975,-0.00129036,0.00129036
0.997249,0.0201072,0.000499577,-0.000499577,-0.00136173,0.00136173
1.19561,0.0275605,0.000581985,-0.000581985,-0.00150039,0.00150039
1.39463,0.0364684,0.000704375,-0.000704375,-0.00168986,0.00168986
1.59457,0.0443926,0.000863905,-0.000863905,-0.0019154,0.0019154
1.7947,0.0522416,0.00106913,-0.00106913,-0.00216547,0.00216547
1.99495,0.0586777,0.00131646,-0.00131646,-0.00243278,0.00243278
2.19502,0.064694,0.00161042,-0.00161042,-0.0027118,0.0027118
2.39521,0.0712441,0.00195425,-0.00195425,-0.00299957,0.00299957
2.59547,0.0717409,0.00235752,-0.00235752,-0.00329399,0.00329399
2.79552,0.0751701,0.00285104,-0.00285104,-0.00359301,0.00359301
2.99576,0.0761602,0.00340576,-0.00340576,-0.00389586,0.00389586
3.19576,0.0735943,0.0040501,-0.0040501,-0.00420204,0.00420204
3.39581,0.0789504,0.00479401,-0.00479401,-0.00450952,0.00450952
3.59593,0.072281,0.00566474,-0.00566474,-0.00482007,0.00482007
3.79601,0.0836324,0.00660487,-0.00660487,-0.00513039,0.00513039

