#: table_doi: 10.17182/hepdata.74447.v1/t166
#: name: Table 166
#: description: kaon delta3 as a function of pT for centrality: 30-40%.

#: data_file: Table166.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,30-40%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.432718,0.0013877,0.000452075,-0.000452075,-0.000141388,0.000141388
0.602588,0.00122211,0.000259767,-0.000259767,-0.000129959,0.000129959
0.797838,0.00137608,0.000260525,-0.000260525,-0.00011853,0.00011853
0.996625,0.00237695,0.000290132,-0.000290132,-0.0001071,0.0001071
1.19614,0.00321925,0.000332704,-0.000332704,-9.56709e-05,9.56709e-05
1.39539,0.00424979,0.000386736,-0.000386736,-8.42416e-05,8.42416e-05
1.59558,0.00434305,0.000447251,-0.000447251,-7.28122e-05,7.28122e-05
1.79546,0.0040708,0.000530239,-0.000530239,-6.13829e-05,6.13829e-05
1.99508,0.00482323,0.000634353,-0.000634353,-4.99535e-05,4.99535e-05
2.19541,0.00582824,0.000764316,-0.000764316,-3.85242e-05,3.85242e-05
2.39532,0.00462941,0.000925927,-0.000925927,-2.70948e-05,2.70948e-05
2.59488,0.00618353,0.00111387,-0.00111387,-1.56655e-05,1.56655e-05
2.79488,0.00537153,0.00136055,-0.00136055,-4.23614e-06,4.23614e-06
2.9951,0.00609714,0.00162717,-0.00162717,-7.19321e-06,7.19321e-06
3.19652,0.00788256,0.00195361,-0.00195361,-1.86226e-05,1.86226e-05
3.3945,0.00352042,0.00234545,-0.00234545,-3.00519e-05,3.00519e-05
3.59507,0.00358869,0.00285403,-0.00285403,-4.14813e-05,4.14813e-05
3.79651,0.00812258,0.00340548,-0.00340548,-5.29106e-05,5.29106e-05

