#: table_doi: 10.17182/hepdata.74447.v1/t29
#: name: Table 29
#: description: proton <uQ>3 as a function of pT for centrality: 20-30%.

#: data_file: Table29.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,20-30%
'pT [(GeV/c)]','<uQ>3','stat +','stat -','sys +','sys -'
0.527802,0.06124,0.0212583,-0.0212583,-0.00312554,0.00312554
0.706814,0.0306619,0.0122874,-0.0122874,-0.00312688,0.00312688
0.901975,0.0882868,0.0104443,-0.0104443,-0.00312546,0.00312546
1.0999,0.184975,0.0100915,-0.0100915,-0.00312385,0.00312385
1.29851,0.315259,0.0104194,-0.0104194,-0.00312629,0.00312629
1.4976,0.460936,0.0113586,-0.0113586,-0.00313198,0.00313198
1.69648,0.611052,0.0128452,-0.0128452,-0.00313974,0.00313974
1.89606,0.766414,0.0148637,-0.0148637,-0.00315182,0.00315182
2.09579,0.934801,0.0174955,-0.0174955,-0.00316554,0.00316554
2.29567,1.08594,0.0207346,-0.0207346,-0.00318009,0.00318009
2.49548,1.25886,0.0247086,-0.0247086,-0.00319753,0.00319753
2.69543,1.32617,0.0296421,-0.0296421,-0.00322457,0.00322457
2.8952,1.42572,0.0359853,-0.0359853,-0.0032522,0.0032522
3.09529,1.47899,0.0431667,-0.0431667,-0.0032792,0.0032792
3.29536,1.60275,0.0518061,-0.0518061,-0.00330109,0.00330109
3.49543,1.60437,0.0626792,-0.0626792,-0.00334012,0.00334012
3.69546,1.69982,0.0744644,-0.0744644,-0.00336929,0.00336929
3.89565,1.61479,0.0884864,-0.0884864,-0.003412,0.003412
4.18156,1.52866,0.0796975,-0.0796975,-0.00347008,0.00347008
4.58456,1.40598,0.106086,-0.106086,-0.00357155,0.00357155
4.98365,1.41168,0.137936,-0.137936,-0.0036494,0.0036494
5.38598,1.03399,0.17096,-0.17096,-0.00376428,0.00376428
5.74372,1.21548,0.232926,-0.232926,-0.0038783,0.0038783

