#: table_doi: 10.17182/hepdata.74447.v1/t149
#: name: Table 149
#: description: proton delta2 as a function of pT for centrality: 5-10%.

#: data_file: Table149.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,5-10%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.523065,0.00138931,0.000101782,-0.000101782,-7.88845e-05,7.88845e-05
0.702382,0.00190225,6.87934e-05,-6.87934e-05,-0.000153299,0.000153299
0.897963,0.00249695,6.75635e-05,-6.75635e-05,-0.000147339,0.000147339
1.09642,0.00293433,7.47631e-05,-7.47631e-05,-0.000141378,0.000141378
1.29563,0.00329434,8.61507e-05,-8.61507e-05,-0.000135418,0.000135418
1.49606,0.00353838,0.00010147,-0.00010147,-0.000129458,0.000129458
1.69551,0.0040654,0.00011935,-0.00011935,-0.000123497,0.000123497
1.89542,0.00412284,0.000141387,-0.000141387,-0.000117537,0.000117537
2.0953,0.00420867,0.000169262,-0.000169262,-0.000111577,0.000111577
2.29599,0.0050256,0.000201119,-0.000201119,-0.000105616,0.000105616
2.49571,0.00521563,0.000238527,-0.000238527,-9.96559e-05,9.96559e-05
2.69551,0.00562559,0.000282455,-0.000282455,-9.36956e-05,9.36956e-05
2.89568,0.00540013,0.000331929,-0.000331929,-8.77353e-05,8.77353e-05
3.09536,0.00620046,0.000391192,-0.000391192,-8.1775e-05,8.1775e-05
3.29569,0.00632959,0.000462683,-0.000462683,-7.58147e-05,7.58147e-05
3.49635,0.00752355,0.000543482,-0.000543482,-6.98543e-05,6.98543e-05
3.6966,0.00629484,0.000635296,-0.000635296,-6.3894e-05,6.3894e-05
3.89389,0.00726592,0.000738602,-0.000738602,-5.79337e-05,5.79337e-05
4.17954,0.00812026,0.00065133,-0.00065133,-4.89932e-05,4.89932e-05
4.58488,0.00814004,0.000861141,-0.000861141,-3.70726e-05,3.70726e-05
4.98416,0.00872771,0.00118445,-0.00118445,-2.51519e-05,2.51519e-05
5.38658,0.00995827,0.00154987,-0.00154987,-1.32313e-05,1.32313e-05
5.73584,0.0104714,0.00242654,-0.00242654,-2.80072e-06,2.80072e-06

