#: table_doi: 10.17182/hepdata.74447.v1/t210
#: name: Table 210
#: description: proton delta5 as a function of pT for centrality: 0-1%.

#: data_file: Table210.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-1%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.523065,-0.00120608,0.000864465,-0.000864465,-0.000155154,0.000155154
0.702382,0.000125356,0.000584103,-0.000584103,-0.000156424,0.000156424
0.897963,-0.000109525,0.000573821,-0.000573821,-0.000157693,0.000157693
1.09642,0.00141253,0.000635257,-0.000635257,-0.000158962,0.000158962
1.29563,0.00143033,0.00073181,-0.00073181,-0.000160232,0.000160232
1.49606,0.00178152,0.000862002,-0.000862002,-0.000161501,0.000161501
1.69551,0.00212226,0.00101388,-0.00101388,-0.000162771,0.000162771
1.89542,0.00156174,0.00120083,-0.00120083,-0.00016404,0.00016404
2.0953,0.00173829,0.00143734,-0.00143734,-0.000165309,0.000165309
2.29599,0.00110185,0.00170784,-0.00170784,-0.000166579,0.000166579
2.57792,0.0029631,0.00154769,-0.00154769,-0.000168483,0.000168483
2.97788,0.0037538,0.00214962,-0.00214962,-0.000171021,0.000171021
3.37848,0.00276192,0.00299142,-0.00299142,-0.00017356,0.00017356
3.78082,0.00965655,0.00409127,-0.00409127,-0.000176099,0.000176099
4.37668,0.010917,0.00418789,-0.00418789,-0.000180542,0.000180542
5.3546,0.0116282,0.00899053,-0.00899053,-0.000167914,0.000167914

