#: table_doi: 10.17182/hepdata.74447.v1/t161
#: name: Table 161
#: description: kaon delta3 as a function of pT for centrality: 0-1%.

#: data_file: Table161.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-1%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.432718,0.000596853,0.000194438,-0.000194438,-6.08112e-05,6.08112e-05
0.602588,0.00052563,0.000111726,-0.000111726,-5.58955e-05,5.58955e-05
0.797838,0.000591852,0.000112052,-0.000112052,-5.09797e-05,5.09797e-05
0.996625,0.00102233,0.000124787,-0.000124787,-4.60639e-05,4.60639e-05
1.19614,0.0013846,0.000143097,-0.000143097,-4.11482e-05,4.11482e-05
1.39539,0.00182784,0.000166336,-0.000166336,-3.62324e-05,3.62324e-05
1.59558,0.00186795,0.000192364,-0.000192364,-3.13166e-05,3.13166e-05
1.79546,0.00175085,0.000228057,-0.000228057,-2.64008e-05,2.64008e-05
1.99508,0.00207447,0.000272836,-0.000272836,-2.14851e-05,2.14851e-05
2.19541,0.00250673,0.000328734,-0.000328734,-1.65693e-05,1.65693e-05
2.39532,0.00199111,0.000398242,-0.000398242,-1.16535e-05,1.16535e-05
2.59488,0.00265954,0.000479076,-0.000479076,-6.73774e-06,6.73774e-06
2.79488,0.0023103,0.000585173,-0.000585173,-1.82197e-06,1.82197e-06
2.9951,0.00262238,0.000699847,-0.000699847,-3.09381e-06,3.09381e-06
3.19652,0.0033903,0.000840248,-0.000840248,-8.00958e-06,8.00958e-06
3.3945,0.00151414,0.00100878,-0.00100878,-1.29254e-05,1.29254e-05
3.59507,0.0015435,0.00122752,-0.00122752,-1.78411e-05,1.78411e-05
3.79651,0.00349353,0.0014647,-0.0014647,-2.27569e-05,2.27569e-05

