#: table_doi: 10.17182/hepdata.74447.v1/t49
#: name: Table 49
#: description: pion v2 as a function of pT for centrality: 0-1%.

#: data_file: Table49.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-1%
'pT [(GeV/c)]','v2','stat +','stat -','sys +','sys -'
0.413247,0.0126797,0.000141495,-0.000141495,-0.005375,0.005375
0.594128,0.0191738,0.000137242,-0.000137242,-0.00540243,0.00540243
0.792381,0.0248683,0.000181001,-0.000181001,-0.00544981,0.00544981
0.992111,0.0298325,0.000247423,-0.000247423,-0.005518,0.005518
1.19283,0.0339144,0.000335164,-0.000335164,-0.00560516,0.00560516
1.39294,0.0378135,0.00044489,-0.00044489,-0.00571061,0.00571061
1.59339,0.0395831,0.000580722,-0.000580722,-0.00583571,0.00583571
1.79387,0.0425671,0.000750001,-0.000750001,-0.0059751,0.0059751
1.99433,0.0427833,0.000955978,-0.000955978,-0.00613369,0.00613369
2.19442,0.0438683,0.00120479,-0.00120479,-0.00630351,0.00630351
2.39473,0.0451772,0.00150195,-0.00150195,-0.00648669,0.00648669
2.59486,0.0430248,0.001854,-0.001854,-0.00667995,0.00667995
2.79526,0.0385991,0.00226004,-0.00226004,-0.00689069,0.00689069
2.99544,0.0379452,0.00271786,-0.00271786,-0.00711089,0.00711089
3.19574,0.0355038,0.00325564,-0.00325564,-0.00733482,0.00733482
3.3956,0.0422647,0.00385449,-0.00385449,-0.00757248,0.00757248
3.59581,0.0275284,0.00456082,-0.00456082,-0.00781579,0.00781579
3.79588,0.0439537,0.00536599,-0.00536599,-0.00805797,0.00805797
4.08191,0.0294657,0.00473619,-0.00473619,-0.00845196,0.00845196
4.4827,0.0209425,0.00630933,-0.00630933,-0.00898766,0.00898766
4.88399,0.0169873,0.00819165,-0.00819165,-0.00956296,0.00956296
5.28396,0.00430523,0.0107335,-0.0107335,-0.0101184,0.0101184
5.68665,0.0360212,0.0133487,-0.0133487,-0.0106948,0.0106948

