#: table_doi: 10.17182/hepdata.74447.v1/t199
#: name: Table 199
#: description: pion delta5 as a function of pT for centrality: 10-20%.

#: data_file: Table199.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,10-20%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.405699,0.000501322,0.000168051,-0.000168051,-0.000110134,0.000110134
0.593969,0.000507692,0.000178637,-0.000178637,-8.22314e-05,8.22314e-05
0.79382,0.000587649,0.00022807,-0.00022807,-5.43289e-05,5.43289e-05
0.993862,0.00116137,0.000288659,-0.000288659,-2.64263e-05,2.64263e-05
1.19403,0.0018158,0.000363724,-0.000363724,-1.47629e-06,1.47629e-06
1.39407,0.00243574,0.000457426,-0.000457426,-2.93789e-05,2.93789e-05
1.5945,0.00319755,0.000574225,-0.000574225,-5.72814e-05,5.72814e-05
1.79459,0.00389067,0.000711299,-0.000711299,-8.5184e-05,8.5184e-05
1.9946,0.0028151,0.000879266,-0.000879266,-0.000113087,0.000113087
2.19503,0.0034943,0.00108332,-0.00108332,-0.000140989,0.000140989
2.47634,0.0052713,0.00101657,-0.00101657,-0.000182843,0.000182843
2.87967,0.00713023,0.00144608,-0.00144608,-0.000238648,0.000238648
3.28293,0.0067121,0.00196422,-0.00196422,-0.000294453,0.000294453
3.68327,0.00491483,0.00257714,-0.00257714,-0.000350258,0.000350258
4.30754,0.00875988,0.00244349,-0.00244349,-0.000447918,0.000447918
5.32003,0.00786778,0.00418424,-0.00418424,-0.00058743,0.00058743

