#: table_doi: 10.17182/hepdata.74447.v1/t108
#: name: Table 108
#: description: proton v4 as a function of pT for centrality: 10-20%.

#: data_file: Table108.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,10-20%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.52745,0.00116391,0.00331324,-0.00331324,-0.00238306,0.00238306
0.706794,0.00158519,0.00195841,-0.00195841,-0.00183901,0.00183901
0.902159,-0.00217094,0.00168012,-0.00168012,-0.0013631,0.0013631
1.10008,0.000462356,0.0013815,-0.0013815,-0.00104963,0.00104963
1.29871,0.00555802,0.00126118,-0.00126118,-0.00105046,0.00105046
1.49787,0.0151832,0.00137877,-0.00137877,-0.00136536,0.00136536
1.69663,0.0187774,0.00155519,-0.00155519,-0.0018425,0.0018425
1.89617,0.0291797,0.00179687,-0.00179687,-0.00238652,0.00238652
2.09587,0.0398112,0.00210415,-0.00210415,-0.00296046,0.00296046
2.29576,0.0486248,0.00248742,-0.00248742,-0.00354974,0.00354974
2.49557,0.0532113,0.0029706,-0.0029706,-0.00414784,0.00414784
2.69536,0.0674986,0.00355984,-0.00355984,-0.00475142,0.00475142
2.89539,0.0752222,0.00428871,-0.00428871,-0.00535841,0.00535841
3.17649,0.0816239,0.00399063,-0.00399063,-0.00627367,0.00627367
3.57731,0.0913688,0.00579067,-0.00579067,-0.00749925,0.00749925
3.97892,0.111212,0.00822823,-0.00822823,-0.00872822,0.00872822
4.45722,0.106363,0.00997583,-0.00997583,-0.0102679,0.0102679
5.06342,0.0751144,0.0150356,-0.0150356,-0.0121182,0.0121182
5.63246,0.0452414,0.0227636,-0.0227636,-0.0138166,0.0138166

