#: table_doi: 10.17182/hepdata.74447.v1/t194
#: name: Table 194
#: description: proton delta4 as a function of pT for centrality: 30-40%.

#: data_file: Table194.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,30-40%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.523065,-0.000129527,0.000846654,-0.000846654,-9.0472e-05,9.0472e-05
0.702382,0.00109908,0.000572252,-0.000572252,-0.000138716,0.000138716
0.897963,0.00170712,0.000562031,-0.000562031,-0.00018696,0.00018696
1.09642,0.00278083,0.000621943,-0.000621943,-0.000235204,0.000235204
1.29563,0.00293741,0.000716668,-0.000716668,-0.000283448,0.000283448
1.49606,0.00431079,0.000844128,-0.000844128,-0.000331692,0.000331692
1.69551,0.00399273,0.000992844,-0.000992844,-0.000379936,0.000379936
1.89542,0.00636339,0.00117624,-0.00117624,-0.00042818,0.00042818
2.0953,0.00739713,0.00140811,-0.00140811,-0.000476425,0.000476425
2.29599,0.00628974,0.00167305,-0.00167305,-0.000524669,0.000524669
2.49571,0.00893981,0.00198428,-0.00198428,-0.000572913,0.000572913
2.69551,0.00845839,0.00234965,-0.00234965,-0.000621157,0.000621157
2.89568,0.0109734,0.00276124,-0.00276124,-0.000669401,0.000669401
3.1778,0.0103577,0.00248501,-0.00248501,-0.000741767,0.000741767
3.57913,0.0150314,0.00343544,-0.00343544,-0.000838255,0.000838255
3.9768,0.00836955,0.00466074,-0.00466074,-0.000934743,0.000934743
4.45917,0.00892208,0.00542248,-0.00542248,-0.00105535,0.00105535
5.0647,0.0250711,0.00853164,-0.00853164,-0.00120009,0.00120009
5.6173,0.0187835,0.014095,-0.014095,-0.00133276,0.00133276

