#: table_doi: 10.17182/hepdata.74447.v1/t68
#: name: Table 68
#: description: proton v2 as a function of pT for centrality: 30-40%.

#: data_file: Table68.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,30-40%
'pT [(GeV/c)]','v2','stat +','stat -','sys +','sys -'
0.528097,0.0198161,0.00182513,-0.00182513,-0.00455377,0.00455377
0.706549,0.0264394,0.00105747,-0.00105747,-0.00454836,0.00454836
0.901708,0.0420925,0.000912883,-0.000912883,-0.00454733,0.00454733
1.09954,0.0698369,0.000756608,-0.000756608,-0.00454205,0.00454205
1.29821,0.0958861,0.000692595,-0.000692595,-0.00453821,0.00453821
1.49722,0.126655,0.000763189,-0.000763189,-0.00453271,0.00453271
1.69628,0.155627,0.000871941,-0.000871941,-0.00452641,0.00452641
1.8959,0.183406,0.0010162,-0.0010162,-0.00451859,0.00451859
2.09575,0.205573,0.0012011,-0.0012011,-0.00451497,0.00451497
2.2956,0.225149,0.00142692,-0.00142692,-0.00450857,0.00450857
2.49553,0.242169,0.00170683,-0.00170683,-0.00450234,0.00450234
2.69545,0.261839,0.00204806,-0.00204806,-0.00449174,0.00449174
2.89535,0.265038,0.00245863,-0.00245863,-0.0044888,0.0044888
3.09532,0.280533,0.00296084,-0.00296084,-0.00448414,0.00448414
3.29537,0.28129,0.00353052,-0.00353052,-0.00448108,0.00448108
3.49576,0.277068,0.0042417,-0.0042417,-0.00447129,0.00447129
3.69574,0.270145,0.0050158,-0.0050158,-0.00449348,0.00449348
3.89608,0.281688,0.00592499,-0.00592499,-0.00447139,0.00447139
4.18243,0.262135,0.0052361,-0.0052361,-0.00446686,0.00446686
4.58348,0.257135,0.00683088,-0.00683088,-0.00446979,0.00446979
4.98496,0.20662,0.00876313,-0.00876313,-0.0044701,0.0044701
5.38573,0.198402,0.011098,-0.011098,-0.00447839,0.00447839
5.74289,0.188606,0.0152156,-0.0152156,-0.00442037,0.00442037

