#: table_doi: 10.17182/hepdata.74447.v1/t187
#: name: Table 187
#: description: kaon delta4 as a function of pT for centrality: 30-40%.

#: data_file: Table187.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,30-40%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.432718,0.00105508,0.000897922,-0.000897922,-0.000110323,0.000110323
0.602588,0.00130029,0.000515965,-0.000515965,-0.000112881,0.000112881
0.797838,0.00137626,0.000517469,-0.000517469,-0.000115439,0.000115439
0.996625,0.00142823,0.000576275,-0.000576275,-0.000117996,0.000117996
1.19614,0.00249942,0.000660841,-0.000660841,-0.000120554,0.000120554
1.39539,0.00251286,0.000768149,-0.000768149,-0.000123112,0.000123112
1.59558,0.00461261,0.0008884,-0.0008884,-0.00012567,0.00012567
1.79546,0.00426323,0.00105322,-0.00105322,-0.000128228,0.000128228
1.99508,0.00707515,0.00126008,-0.00126008,-0.000130786,0.000130786
2.19541,0.00765292,0.00151821,-0.00151821,-0.000133344,0.000133344
2.39532,0.00763438,0.00183919,-0.00183919,-0.000135902,0.000135902
2.59488,0.00504231,0.0022124,-0.0022124,-0.00013846,0.00013846
2.79488,0.0115658,0.00270251,-0.00270251,-0.000141018,0.000141018
3.07595,0.0088415,0.0024834,-0.0024834,-0.000144855,0.000144855
3.47409,0.0156999,0.00359927,-0.00359927,-0.000149971,0.000149971
3.87617,0.015107,0.00524968,-0.00524968,-0.000155087,0.000155087

