#: table_doi: 10.17182/hepdata.74447.v1/t183
#: name: Table 183
#: description: kaon delta4 as a function of pT for centrality: 0-5%.

#: data_file: Table183.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-5%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.432718,0.000474572,0.000403881,-0.000403881,-4.96228e-05,4.96228e-05
0.602588,0.000584873,0.000232075,-0.000232075,-5.07734e-05,5.07734e-05
0.797838,0.000619041,0.000232752,-0.000232752,-5.1924e-05,5.1924e-05
0.996625,0.000642437,0.000259201,-0.000259201,-5.30746e-05,5.30746e-05
1.19614,0.00112425,0.000297233,-0.000297233,-5.42251e-05,5.42251e-05
1.39539,0.00113028,0.000345502,-0.000345502,-5.53757e-05,5.53757e-05
1.59558,0.00207474,0.000399572,-0.000399572,-5.65263e-05,5.65263e-05
1.79546,0.0019176,0.000473714,-0.000473714,-5.76769e-05,5.76769e-05
1.99508,0.00318238,0.000566735,-0.000566735,-5.88274e-05,5.88274e-05
2.19541,0.00344227,0.000682842,-0.000682842,-5.9978e-05,5.9978e-05
2.39532,0.00343393,0.000827225,-0.000827225,-6.11286e-05,6.11286e-05
2.59488,0.00226802,0.000995121,-0.000995121,-6.22792e-05,6.22792e-05
2.79488,0.00520231,0.00121552,-0.00121552,-6.34298e-05,6.34298e-05
3.07595,0.00397691,0.00111701,-0.00111701,-6.51556e-05,6.51556e-05
3.47409,0.00706196,0.0016189,-0.0016189,-6.74568e-05,6.74568e-05
3.87617,0.00679519,0.00236126,-0.00236126,-6.97579e-05,6.97579e-05

