#: table_doi: 10.17182/hepdata.74447.v1/t105
#: name: Table 105
#: description: proton v4 as a function of pT for centrality: 0-1%.

#: data_file: Table105.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-1%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.526573,6.58447e-06,0.0044514,-0.0044514,-0.00290747,0.00290747
0.706597,-0.00177175,0.00271339,-0.00271339,-0.00248386,0.00248386
0.902073,-0.000924112,0.0023376,-0.0023376,-0.00215517,0.00215517
1.09998,0.00175347,0.00190637,-0.00190637,-0.00196884,0.00196884
1.29875,-0.00159497,0.00172508,-0.00172508,-0.00197171,0.00197171
1.49825,0.00581366,0.00186574,-0.00186574,-0.00215635,0.00215635
1.69688,0.0128551,0.00208063,-0.00208063,-0.00248627,0.00248627
1.89632,0.0172009,0.00238164,-0.00238164,-0.00291328,0.00291328
2.09604,0.0237941,0.00277279,-0.00277279,-0.00339846,0.00339846
2.29574,0.035434,0.00326782,-0.00326782,-0.00392192,0.00392192
2.49548,0.0400659,0.00389636,-0.00389636,-0.0044704,0.0044704
2.69517,0.0569614,0.00470096,-0.00470096,-0.00503383,0.00503383
2.89505,0.05725,0.0056846,-0.0056846,-0.00561065,0.00561065
3.17541,0.0591462,0.00536943,-0.00536943,-0.00649037,0.00649037
3.57529,0.0845302,0.0079912,-0.0079912,-0.00767997,0.00767997
3.97729,0.0990753,0.0117386,-0.0117386,-0.00888195,0.00888195
4.45129,0.0758325,0.0146254,-0.0146254,-0.0104019,0.0104019
5.06199,0.0732013,0.0233803,-0.0233803,-0.0122281,0.0122281
5.62749,0.0988365,0.0357518,-0.0357518,-0.0139113,0.0139113

