#: table_doi: 10.17182/hepdata.74447.v1/t181
#: name: Table 181
#: description: pion delta4 as a function of pT for centrality: 40-50%.

#: data_file: Table181.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,40-50%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.405699,0.000926955,0.000198168,-0.000198168,-7.28296e-05,7.28296e-05
0.593969,0.00138415,0.000210695,-0.000210695,-0.000101491,0.000101491
0.79382,0.0027172,0.000269124,-0.000269124,-0.000130153,0.000130153
0.993862,0.00364682,0.000340521,-0.000340521,-0.000158815,0.000158815
1.19403,0.00523012,0.00042903,-0.00042903,-0.000187476,0.000187476
1.39407,0.00707515,0.000539577,-0.000539577,-0.000216138,0.000216138
1.5945,0.00881051,0.000677239,-0.000677239,-0.0002448,0.0002448
1.79459,0.00997205,0.000838819,-0.000838819,-0.000273461,0.000273461
1.9946,0.0114357,0.00103753,-0.00103753,-0.000302123,0.000302123
2.19503,0.0136902,0.00127821,-0.00127821,-0.000330785,0.000330785
2.39502,0.0158091,0.00155641,-0.00155641,-0.000359446,0.000359446
2.59533,0.0180164,0.00188112,-0.00188112,-0.000388108,0.000388108
2.79575,0.014847,0.0022389,-0.0022389,-0.00041677,0.00041677
3.08049,0.0205206,0.00199877,-0.00199877,-0.000459762,0.000459762
3.48249,0.0251493,0.0026578,-0.0026578,-0.000517085,0.000517085
3.88395,0.0218093,0.00346282,-0.00346282,-0.000574409,0.000574409
4.36832,0.0213923,0.00379913,-0.00379913,-0.000646063,0.000646063
4.96811,0.0363149,0.0052712,-0.0052712,-0.000732048,0.000732048
5.5712,0.033799,0.00710089,-0.00710089,-0.000818033,0.000818033

