#: table_doi: 10.17182/hepdata.74447.v1/t163
#: name: Table 163
#: description: kaon delta3 as a function of pT for centrality: 5-10%.

#: data_file: Table163.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,5-10%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.432718,0.000620626,0.000202182,-0.000202182,-6.32335e-05,6.32335e-05
0.602588,0.000546568,0.000116176,-0.000116176,-5.81219e-05,5.81219e-05
0.797838,0.000615427,0.000116515,-0.000116515,-5.30103e-05,5.30103e-05
0.996625,0.00106305,0.000129755,-0.000129755,-4.78988e-05,4.78988e-05
1.19614,0.00143975,0.000148793,-0.000148793,-4.27872e-05,4.27872e-05
1.39539,0.00190065,0.000172957,-0.000172957,-3.76756e-05,3.76756e-05
1.59558,0.00194236,0.000200022,-0.000200022,-3.2564e-05,3.2564e-05
1.79546,0.00182059,0.000237138,-0.000237138,-2.74524e-05,2.74524e-05
1.99508,0.00215711,0.0002837,-0.0002837,-2.23409e-05,2.23409e-05
2.19541,0.00260658,0.000341824,-0.000341824,-1.72293e-05,1.72293e-05
2.39532,0.00207043,0.000414103,-0.000414103,-1.21177e-05,1.21177e-05
2.59488,0.00276548,0.000498155,-0.000498155,-7.00612e-06,7.00612e-06
2.79488,0.00240233,0.00060848,-0.00060848,-1.89454e-06,1.89454e-06
2.9951,0.00272684,0.000727721,-0.000727721,-3.21704e-06,3.21704e-06
3.19652,0.00352534,0.000873713,-0.000873713,-8.32862e-06,8.32862e-06
3.3945,0.00157445,0.00104896,-0.00104896,-1.34402e-05,1.34402e-05
3.59507,0.00160498,0.00127642,-0.00127642,-1.85518e-05,1.85518e-05
3.79651,0.00363268,0.00152304,-0.00152304,-2.36634e-05,2.36634e-05

