#: table_doi: 10.17182/hepdata.74447.v1/t109
#: name: Table 109
#: description: proton v4 as a function of pT for centrality: 20-30%.

#: data_file: Table109.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,20-30%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.527802,0.00139597,0.00468081,-0.00468081,-0.0040618,0.0040618
0.706814,-0.000479253,0.00272902,-0.00272902,-0.0037763,0.0037763
0.901975,0.00152221,0.00234598,-0.00234598,-0.003567,0.003567
1.0999,0.00508818,0.00193513,-0.00193513,-0.00346259,0.00346259
1.29851,0.00896437,0.00177361,-0.00177361,-0.00346645,0.00346645
1.4976,0.0154408,0.00194488,-0.00194488,-0.00358016,0.00358016
1.69648,0.0247901,0.00220836,-0.00220836,-0.00378329,0.00378329
1.89606,0.0391306,0.00256764,-0.00256764,-0.00407309,0.00407309
2.09579,0.0500923,0.00302094,-0.00302094,-0.00443914,0.00443914
2.29567,0.0608131,0.00358406,-0.00358406,-0.00485484,0.00485484
2.49548,0.0637395,0.00426643,-0.00426643,-0.00530737,0.00530737
2.69543,0.0743037,0.00512381,-0.00512381,-0.00579131,0.00579131
2.8952,0.0876783,0.00617628,-0.00617628,-0.00629277,0.00629277
3.17694,0.103369,0.00569344,-0.00569344,-0.00708626,0.00708626
3.57818,0.104236,0.0082262,-0.0082262,-0.0081969,0.0081969
3.9794,0.128752,0.0116162,-0.0116162,-0.00933697,0.00933697
4.46024,0.106413,0.0136103,-0.0136103,-0.0107937,0.0107937
5.067,0.0739317,0.0202365,-0.0202365,-0.0125612,0.0125612
5.6322,0.0503502,0.0298001,-0.0298001,-0.0142057,0.0142057

