#: table_doi: 10.17182/hepdata.74447.v1/t164
#: name: Table 164
#: description: kaon delta3 as a function of pT for centrality: 10-20%.

#: data_file: Table164.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,10-20%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.432718,0.000734971,0.000239432,-0.000239432,-7.48836e-05,7.48836e-05
0.602588,0.000647267,0.00013758,-0.00013758,-6.88303e-05,6.88303e-05
0.797838,0.000728814,0.000137982,-0.000137982,-6.2777e-05,6.2777e-05
0.996625,0.00125891,0.000153661,-0.000153661,-5.67236e-05,5.67236e-05
1.19614,0.00170501,0.000176208,-0.000176208,-5.06703e-05,5.06703e-05
1.39539,0.00225082,0.000204823,-0.000204823,-4.46169e-05,4.46169e-05
1.59558,0.00230021,0.000236874,-0.000236874,-3.85636e-05,3.85636e-05
1.79546,0.00215602,0.000280829,-0.000280829,-3.25103e-05,3.25103e-05
1.99508,0.00255453,0.00033597,-0.00033597,-2.64569e-05,2.64569e-05
2.19541,0.00308681,0.000404802,-0.000404802,-2.04036e-05,2.04036e-05
2.39532,0.00245188,0.000490397,-0.000490397,-1.43503e-05,1.43503e-05
2.59488,0.00327499,0.000589935,-0.000589935,-8.29693e-06,8.29693e-06
2.79488,0.00284493,0.000720587,-0.000720587,-2.24359e-06,2.24359e-06
2.9951,0.00322923,0.000861797,-0.000861797,-3.80975e-06,3.80975e-06
3.19652,0.00417485,0.00103469,-0.00103469,-9.86309e-06,9.86309e-06
3.3945,0.00186452,0.00124222,-0.00124222,-1.59164e-05,1.59164e-05
3.59507,0.00190068,0.00151158,-0.00151158,-2.19698e-05,2.19698e-05
3.79651,0.00430197,0.00180364,-0.00180364,-2.80231e-05,2.80231e-05

