#: table_doi: 10.17182/hepdata.74447.v1/t155
#: name: Table 155
#: description: pion delta3 as a function of pT for centrality: 0-5%.

#: data_file: Table155.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,0-5%
'pT [(GeV/c)]','delta3','stat +','stat -','sys +','sys -'
0.405699,0.000374133,2.81246e-05,-2.81246e-05,-4.55844e-05,4.55844e-05
0.593969,0.000701509,2.98983e-05,-2.98983e-05,-4.65669e-05,4.65669e-05
0.79382,0.00106332,3.81745e-05,-3.81745e-05,-4.75493e-05,4.75493e-05
0.993862,0.00139175,4.82983e-05,-4.82983e-05,-4.85317e-05,4.85317e-05
1.19403,0.00173595,6.08385e-05,-6.08385e-05,-4.95142e-05,4.95142e-05
1.39407,0.00198733,7.65019e-05,-7.65019e-05,-5.04966e-05,5.04966e-05
1.5945,0.00231494,9.60201e-05,-9.60201e-05,-5.14791e-05,5.14791e-05
1.79459,0.00237302,0.000118951,-0.000118951,-5.24615e-05,5.24615e-05
1.9946,0.00250762,0.000147149,-0.000147149,-5.34439e-05,5.34439e-05
2.19503,0.00248176,0.000181293,-0.000181293,-5.44264e-05,5.44264e-05
2.39502,0.00255482,0.000220768,-0.000220768,-5.54088e-05,5.54088e-05
2.59533,0.00275719,0.000266844,-0.000266844,-5.63913e-05,5.63913e-05
2.79575,0.0028868,0.000317702,-0.000317702,-5.73737e-05,5.73737e-05
2.99589,0.00277502,0.00037335,-0.00037335,-5.83562e-05,5.83562e-05
3.19627,0.00244669,0.000436081,-0.000436081,-5.93386e-05,5.93386e-05
3.39666,0.0034248,0.000500422,-0.000500422,-6.0321e-05,6.0321e-05
3.59657,0.00312126,0.000573776,-0.000573776,-6.13035e-05,6.13035e-05
3.79698,0.00289871,0.000654385,-0.000654385,-6.22859e-05,6.22859e-05
4.085,0.0021912,0.000558636,-0.000558636,-6.37596e-05,6.37596e-05
4.48648,0.00158714,0.000700141,-0.000700141,-6.57245e-05,6.57245e-05
4.88692,0.00402253,0.000872482,-0.000872482,-6.76893e-05,6.76893e-05
5.28891,0.00309667,0.00107377,-0.00107377,-6.96542e-05,6.96542e-05
5.68944,0.00218594,0.00130169,-0.00130169,-7.16191e-05,7.16191e-05

