#: table_doi: 10.17182/hepdata.74447.v1/t121
#: name: Table 121
#: description: kaon v5 as a function of pT for centrality: 5-10%.

#: data_file: Table121.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,5-10%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.437491,-0.0102901,0.00221912,-0.00221912,-0.0120067,0.0120067
0.606966,-0.00746616,0.00111584,-0.00111584,-0.0119912,0.0119912
0.799961,-0.00225323,0.0010303,-0.0010303,-0.0119261,0.0119261
0.997418,0.00567735,0.00111566,-0.00111566,-0.0118892,0.0118892
1.19564,0.0112557,0.00128919,-0.00128919,-0.0118763,0.0118763
1.39467,0.0131369,0.00154215,-0.00154215,-0.0118754,0.0118754
1.59458,0.0178304,0.00186208,-0.00186208,-0.0118964,0.0118964
1.79477,0.0221198,0.00227599,-0.00227599,-0.0119388,0.0119388
1.99493,0.030131,0.00278134,-0.00278134,-0.0119521,0.0119521
2.1952,0.0332201,0.00337817,-0.00337817,-0.0120213,0.0120213
2.47745,0.0344336,0.00314243,-0.00314243,-0.0121074,0.0121074
2.87881,0.0381429,0.00452045,-0.00452045,-0.012263,0.012263
3.28002,0.0441588,0.00634782,-0.00634782,-0.0123946,0.0123946
3.68144,0.0432401,0.00882981,-0.00882981,-0.01263,0.01263

