#: table_doi: 10.17182/hepdata.74447.v1/t192
#: name: Table 192
#: description: proton delta4 as a function of pT for centrality: 10-20%.

#: data_file: Table192.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,10-20%
'pT [(GeV/c)]','delta4','stat +','stat -','sys +','sys -'
0.523065,-7.31932e-05,0.000478427,-0.000478427,-5.11239e-05,5.11239e-05
0.702382,0.000621068,0.000323366,-0.000323366,-7.83856e-05,7.83856e-05
0.897963,0.000964659,0.000317586,-0.000317586,-0.000105647,0.000105647
1.09642,0.00157139,0.000351434,-0.000351434,-0.000132909,0.000132909
1.29563,0.00165988,0.000404961,-0.000404961,-0.000160171,0.000160171
1.49606,0.00243595,0.000476975,-0.000476975,-0.000187433,0.000187433
1.69551,0.00225621,0.000561018,-0.000561018,-0.000214694,0.000214694
1.89542,0.00359591,0.000664623,-0.000664623,-0.000241956,0.000241956
2.0953,0.00417997,0.000795648,-0.000795648,-0.000269218,0.000269218
2.29599,0.00355421,0.000945379,-0.000945379,-0.00029648,0.00029648
2.49571,0.00505172,0.00112123,-0.00112123,-0.000323741,0.000323741
2.69551,0.00477968,0.00132771,-0.00132771,-0.000351003,0.000351003
2.89568,0.00620087,0.00156027,-0.00156027,-0.000378265,0.000378265
3.1778,0.00585295,0.0014042,-0.0014042,-0.000419157,0.000419157
3.57913,0.00849395,0.00194126,-0.00194126,-0.000473681,0.000473681
3.9768,0.00472949,0.00263368,-0.00263368,-0.000528204,0.000528204
4.45917,0.00504184,0.00306411,-0.00306411,-0.000596359,0.000596359
5.0647,0.0141673,0.00482101,-0.00482101,-0.000678144,0.000678144
5.6173,0.0106142,0.0079648,-0.0079648,-0.000753114,0.000753114

