#: table_doi: 10.17182/hepdata.74447.v1/t146
#: name: Table 146
#: description: kaon delta2 as a function of pT for centrality: 40-50%.

#: data_file: Table146.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.432718,0.00254647,0.000233911,-0.000233911,-0.00010553,0.00010553
0.602588,0.00331003,0.000134408,-0.000134408,-0.000128345,0.000128345
0.797838,0.00470726,0.000134801,-0.000134801,-0.000133265,0.000133265
0.996625,0.00571171,0.000150119,-0.000150119,-0.000138184,0.000138184
1.19614,0.00644969,0.000172145,-0.000172145,-0.000143104,0.000143104
1.39539,0.00765953,0.000200101,-0.000200101,-0.000148024,0.000148024
1.59558,0.00769672,0.000231412,-0.000231412,-0.000152943,0.000152943
1.79546,0.00852086,0.000274353,-0.000274353,-0.000157863,0.000157863
1.99508,0.00949677,0.000328223,-0.000328223,-0.000162783,0.000162783
2.19541,0.0100079,0.000395467,-0.000395467,-0.000167702,0.000167702
2.39532,0.0108463,0.000479089,-0.000479089,-0.000172622,0.000172622
2.59488,0.0121389,0.000576331,-0.000576331,-0.000177542,0.000177542
2.79488,0.013175,0.000703969,-0.000703969,-0.000182461,0.000182461
2.9951,0.012458,0.000841923,-0.000841923,-0.000187381,0.000187381
3.19652,0.0129183,0.00101082,-0.00101082,-0.000192301,0.000192301
3.3945,0.0128063,0.00121357,-0.00121357,-0.00019722,0.00019722
3.59507,0.0161959,0.00147672,-0.00147672,-0.00020214,0.00020214
3.79651,0.0176936,0.00176205,-0.00176205,-0.00020706,0.00020706

