#: table_doi: 10.17182/hepdata.74447.v1/t152
#: name: Table 152
#: description: proton delta2 as a function of pT for centrality: 30-40%.

#: data_file: Table152.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,30-40%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.523065,0.00196037,0.000143618,-0.000143618,-0.000111309,0.000111309
0.702382,0.00268415,9.70705e-05,-9.70705e-05,-0.000216311,0.000216311
0.897963,0.0035233,9.53352e-05,-9.53352e-05,-0.000207901,0.000207901
1.09642,0.00414046,0.000105494,-0.000105494,-0.00019949,0.00019949
1.29563,0.00464845,0.000121563,-0.000121563,-0.00019108,0.00019108
1.49606,0.00499281,0.000143178,-0.000143178,-0.00018267,0.00018267
1.69551,0.00573645,0.000168408,-0.000168408,-0.00017426,0.00017426
1.89542,0.00581749,0.000199504,-0.000199504,-0.000165849,0.000165849
2.0953,0.0059386,0.000238836,-0.000238836,-0.000157439,0.000157439
2.29599,0.00709133,0.000283787,-0.000283787,-0.000149029,0.000149029
2.49571,0.00735947,0.000336572,-0.000336572,-0.000140619,0.000140619
2.69551,0.00793795,0.000398556,-0.000398556,-0.000132208,0.000132208
2.89568,0.00761981,0.000468366,-0.000468366,-0.000123798,0.000123798
3.09536,0.00874911,0.000551989,-0.000551989,-0.000115388,0.000115388
3.29569,0.00893131,0.000652866,-0.000652866,-0.000106978,0.000106978
3.49635,0.010616,0.000766875,-0.000766875,-9.85674e-05,9.85674e-05
3.6966,0.00888228,0.00089643,-0.00089643,-9.01571e-05,9.01571e-05
3.89389,0.0102525,0.0010422,-0.0010422,-8.17468e-05,8.17468e-05
4.17954,0.011458,0.000919054,-0.000919054,-6.91314e-05,6.91314e-05
4.58488,0.0114859,0.00121511,-0.00121511,-5.23109e-05,5.23109e-05
4.98416,0.0123152,0.0016713,-0.0016713,-3.54904e-05,3.54904e-05
5.38658,0.0140515,0.00218693,-0.00218693,-1.86699e-05,1.86699e-05
5.73584,0.0147755,0.00342395,-0.00342395,-3.95193e-06,3.95193e-06

