#: table_doi: 10.17182/hepdata.74447.v1/t35
#: name: Table 35
#: description: kaon <uQ>4 as a function of pT for centrality: 20-30%.

#: data_file: Table35.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,20-30%
'pT [(GeV/c)]','<uQ>4','stat +','stat -','sys +','sys -'
0.437558,-0.0240614,0.0102886,-0.0102886,-0.00501358,0.00501358
0.606926,0.00765781,0.00500189,-0.00500189,-0.00503916,0.00503916
0.799831,0.0510583,0.00449711,-0.00449711,-0.00508392,0.00508392
0.997183,0.0856336,0.0048291,-0.0048291,-0.00515799,0.00515799
1.19571,0.137286,0.00560233,-0.00560233,-0.00524808,0.00524808
1.39484,0.185595,0.00676858,-0.00676858,-0.00535792,0.00535792
1.59479,0.241902,0.00830755,-0.00830755,-0.00548814,0.00548814
1.79498,0.267625,0.0102135,-0.0102135,-0.00563538,0.00563538
1.9952,0.314993,0.0124624,-0.0124624,-0.00579059,0.00579059
2.19544,0.352392,0.015022,-0.015022,-0.00596588,0.00596588
2.39571,0.382224,0.0178754,-0.0178754,-0.00615213,0.00615213
2.59586,0.391795,0.0210897,-0.0210897,-0.00633009,0.00633009
2.7961,0.391124,0.0247601,-0.0247601,-0.0065394,0.0065394
3.08127,0.460903,0.0218734,-0.0218734,-0.00685579,0.00685579
3.48259,0.432304,0.029375,-0.029375,-0.00731754,0.00731754
3.8817,0.376685,0.0393745,-0.0393745,-0.00780518,0.00780518

