#: table_doi: 10.17182/hepdata.74447.v1/t98
#: name: Table 98
#: description: kaon v4 as a function of pT for centrality: 0-1%.

#: data_file: Table98.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,0-1%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.437333,-0.00904481,0.00195841,-0.00195841,-0.0089019,0.0089019
0.606815,-0.00228027,0.000951788,-0.000951788,-0.00887937,0.00887937
0.799984,0.00501771,0.000859527,-0.000859527,-0.00886839,0.00886839
0.997249,0.0100515,0.000926634,-0.000926634,-0.00891055,0.00891055
1.19561,0.0176213,0.00107929,-0.00107929,-0.00894945,0.00894945
1.39463,0.0246391,0.00130606,-0.00130606,-0.00900802,0.00900802
1.59457,0.0314779,0.00160056,-0.00160056,-0.00907167,0.00907167
1.7947,0.0343382,0.00197811,-0.00197811,-0.00917632,0.00917632
1.99495,0.0411309,0.00243025,-0.00243025,-0.00926248,0.00926248
2.19502,0.0485761,0.00297615,-0.00297615,-0.00938672,0.00938672
2.39521,0.0527284,0.00361629,-0.00361629,-0.00947652,0.00947652
2.59547,0.0630217,0.00436353,-0.00436353,-0.00960285,0.00960285
2.79552,0.0645304,0.00525027,-0.00525027,-0.00972273,0.00972273
3.0786,0.064604,0.00481417,-0.00481417,-0.00997068,0.00997068
3.47965,0.062693,0.00676696,-0.00676696,-0.0102799,0.0102799
3.88168,0.0629063,0.00926005,-0.00926005,-0.0106781,0.0106781

