#: table_doi: 10.17182/hepdata.74447.v1/t208
#: name: Table 208
#: description: kaon delta5 as a function of pT for centrality: 30-40%.

#: data_file: Table208.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,30-40%
'pT [(GeV/c)]','delta5','stat +','stat -','sys +','sys -'
0.432718,0.000724527,0.00188729,-0.00188729,-7.69091e-05,7.69091e-05
0.602588,0.000836253,0.00108454,-0.00108454,-5.95712e-05,5.95712e-05
0.797838,0.00212813,0.00108789,-0.00108789,-4.22333e-05,4.22333e-05
0.996625,0.00110549,0.00121124,-0.00121124,-2.48955e-05,2.48955e-05
1.19614,0.00222651,0.00138917,-0.00138917,-7.55759e-06,7.55759e-06
1.39539,0.00355633,0.00161492,-0.00161492,-9.78029e-06,9.78029e-06
1.59558,0.00319947,0.00186739,-0.00186739,-2.71182e-05,2.71182e-05
1.79546,0.00374195,0.0022139,-0.0022139,-4.44561e-05,4.44561e-05
1.99508,0.00390285,0.00264852,-0.00264852,-6.17939e-05,6.17939e-05
2.19541,0.00334823,0.00319091,-0.00319091,-7.91318e-05,7.91318e-05
2.47646,0.0085898,0.00297356,-0.00297356,-0.000105139,0.000105139
2.87672,0.0104054,0.00435811,-0.00435811,-0.000139814,0.000139814
3.27797,0.0132095,0.00626741,-0.00626741,-0.00017449,0.00017449
3.67711,0.0113002,0.00913238,-0.00913238,-0.000209166,0.000209166

