#: table_doi: 10.17182/hepdata.74447.v1/t111
#: name: Table 111
#: description: proton v4 as a function of pT for centrality: 40-50%.

#: data_file: Table111.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,40-50%
'pT [(GeV/c)]','v4','stat +','stat -','sys +','sys -'
0.528121,-9.02619e-06,0.00881469,-0.00881469,-0.00869121,0.00869121
0.706205,-0.00137414,0.00513809,-0.00513809,-0.00849591,0.00849591
0.901241,0.000738822,0.00451725,-0.00451725,-0.00840496,0.00840496
1.09904,0.012088,0.00385105,-0.00385105,-0.00835511,0.00835511
1.29786,0.0178799,0.00361342,-0.00361342,-0.00834469,0.00834469
1.49686,0.0258492,0.00406023,-0.00406023,-0.00839523,0.00839523
1.69605,0.0334073,0.00470721,-0.00470721,-0.00852858,0.00852858
1.89575,0.0478326,0.00553853,-0.00553853,-0.00865403,0.00865403
2.09555,0.0566378,0.0066068,-0.0066068,-0.00881961,0.00881961
2.29553,0.06133,0.00786322,-0.00786322,-0.00910263,0.00910263
2.49551,0.0748951,0.00941542,-0.00941542,-0.00926845,0.00926845
2.69547,0.0816076,0.011264,-0.011264,-0.0096188,0.0096188
2.89568,0.0879558,0.0135106,-0.0135106,-0.00992359,0.00992359
3.17807,0.0968708,0.0123878,-0.0123878,-0.0104882,0.0104882
3.58,0.082054,0.0174173,-0.0174173,-0.0112233,0.0112233
3.98216,0.0825001,0.0235655,-0.0235655,-0.0121102,0.0121102
4.46394,0.0811268,0.026841,-0.026841,-0.0132849,0.0132849
5.0674,0.0775475,0.0386197,-0.0386197,-0.0147763,0.0147763
5.63034,0.126409,0.0563215,-0.0563215,-0.01612,0.01612

