#: table_doi: 10.17182/hepdata.74447.v1/t125
#: name: Table 125
#: description: kaon v5 as a function of pT for centrality: 40-50%.

#: data_file: Table125.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,40-50%
'pT [(GeV/c)]','v5','stat +','stat -','sys +','sys -'
0.437443,-0.0135988,0.00803081,-0.00803081,-0.00440928,0.00440928
0.606341,-0.00367228,0.00408166,-0.00408166,-0.00436284,0.00436284
0.799318,-0.00287536,0.00379908,-0.00379908,-0.00434665,0.00434665
0.996749,0.00209772,0.0041459,-0.0041459,-0.00434906,0.00434906
1.19575,0.0103759,0.00480488,-0.00480488,-0.00436628,0.00436628
1.39501,0.0184004,0.00574368,-0.00574368,-0.00440204,0.00440204
1.59501,0.0284248,0.00692507,-0.00692507,-0.00446702,0.00446702
1.79506,0.0223335,0.0084098,-0.0084098,-0.0045526,0.0045526
1.99555,0.0232287,0.0101447,-0.0101447,-0.0046747,0.0046747
2.19606,0.0321205,0.0120992,-0.0120992,-0.00479489,0.00479489
2.48205,0.0349978,0.0108192,-0.0108192,-0.00498504,0.00498504
2.88248,0.0257562,0.0145912,-0.0145912,-0.00531681,0.00531681
3.28051,0.0499556,0.0198871,-0.0198871,-0.00566915,0.00566915
3.68031,0.0494548,0.0277954,-0.0277954,-0.00607973,0.00607973

