#: table_doi: 10.17182/hepdata.74447.v1/t54
#: name: Table 54
#: description: pion v2 as a function of pT for centrality: 30-40%.

#: data_file: Table54.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 6.0 (GeV/c)
#: Particle,pion
#: Centrality,30-40%
'pT [(GeV/c)]','v2','stat +','stat -','sys +','sys -'
0.412772,0.0609931,0.000116115,-0.000116115,-0.00137915,0.00137915
0.594166,0.0887062,0.000112708,-0.000112708,-0.00147328,0.00147328
0.792644,0.116352,0.000148489,-0.000148489,-0.00163425,0.00163425
0.99301,0.141134,0.000199652,-0.000199652,-0.00184458,0.00184458
1.19358,0.162335,0.00026224,-0.00026224,-0.00208959,0.00208959
1.39371,0.17993,0.000338331,-0.000338331,-0.00235844,0.00235844
1.59415,0.194199,0.000427348,-0.000427348,-0.0026439,0.0026439
1.79455,0.205242,0.000536704,-0.000536704,-0.00294116,0.00294116
1.99494,0.21229,0.000668062,-0.000668062,-0.00324681,0.00324681
2.19502,0.217137,0.000819843,-0.000819843,-0.00355888,0.00355888
2.39528,0.220903,0.000996944,-0.000996944,-0.00387575,0.00387575
2.59555,0.21955,0.00120215,-0.00120215,-0.00419639,0.00419639
2.79574,0.220941,0.00143433,-0.00143433,-0.00451958,0.00451958
2.99599,0.211702,0.00168362,-0.00168362,-0.00484543,0.00484543
3.19607,0.212284,0.00197447,-0.00197447,-0.00517281,0.00517281
3.39622,0.206536,0.00230324,-0.00230324,-0.00550251,0.00550251
3.59613,0.202529,0.00268809,-0.00268809,-0.00583302,0.00583302
3.7959,0.19452,0.00310619,-0.00310619,-0.00616425,0.00616425
4.08185,0.185716,0.00274648,-0.00274648,-0.00666335,0.00666335
4.48325,0.16567,0.00364347,-0.00364347,-0.00733104,0.00733104
4.88546,0.157585,0.00471417,-0.00471417,-0.00800082,0.00800082
5.28592,0.144058,0.00592226,-0.00592226,-0.00867181,0.00867181
5.68753,0.1414,0.00729316,-0.00729316,-0.00934523,0.00934523

