#: table_doi: 10.17182/hepdata.74447.v1/t89
#: name: Table 89
#: description: proton v3 as a function of pT for centrality: 30-40%.

#: data_file: Table89.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,30-40%
'pT [(GeV/c)]','v3','stat +','stat -','sys +','sys -'
0.528097,-0.000776114,0.00385486,-0.00385486,-0.00394026,0.00394026
0.706549,0.00489842,0.0022195,-0.0022195,-0.00393335,0.00393335
0.901708,0.00927783,0.0018995,-0.0018995,-0.00392932,0.00392932
1.09954,0.0225297,0.00148957,-0.00148957,-0.00392729,0.00392729
1.29821,0.0315603,0.00133867,-0.00133867,-0.00392961,0.00392961
1.49722,0.046018,0.00148379,-0.00148379,-0.00393345,0.00393345
1.69628,0.0579853,0.00169771,-0.00169771,-0.00393983,0.00393983
1.8959,0.0778607,0.0019813,-0.0019813,-0.00394802,0.00394802
2.09575,0.0885128,0.00234667,-0.00234667,-0.00396054,0.00396054
2.2956,0.0973325,0.00278976,-0.00278976,-0.00397413,0.00397413
2.49553,0.108479,0.00333462,-0.00333462,-0.00399239,0.00399239
2.69545,0.113967,0.00400963,-0.00400963,-0.00401259,0.00401259
2.89535,0.12051,0.00479028,-0.00479028,-0.00403546,0.00403546
3.09532,0.139972,0.00576134,-0.00576134,-0.00405559,0.00405559
3.29537,0.149838,0.00690323,-0.00690323,-0.00408539,0.00408539
3.49576,0.138629,0.00824893,-0.00824893,-0.00412036,0.00412036
3.69574,0.149493,0.00970117,-0.00970117,-0.00414898,0.00414898
3.89608,0.146522,0.0114276,-0.0114276,-0.00418467,0.00418467
4.18243,0.142411,0.0101766,-0.0101766,-0.00423835,0.00423835
4.58348,0.141238,0.0131031,-0.0131031,-0.00431992,0.00431992
4.98496,0.0768863,0.0171821,-0.0171821,-0.00442059,0.00442059
5.38573,0.0952201,0.0213071,-0.0213071,-0.00451478,0.00451478
5.74289,0.0221638,0.0294953,-0.0294953,-0.00461407,0.00461407

