#: table_doi: 10.17182/hepdata.74447.v1/t80
#: name: Table 80
#: description: kaon v3 as a function of pT for centrality: 10-20%.

#: data_file: Table80.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.3 < pT < 4.0 (GeV/c)
#: Particle,kaon
#: Centrality,10-20%
'pT [(GeV/c)]','v3','stat +','stat -','sys +','sys -'
0.437562,0.00160611,0.000786518,-0.000786518,-0.00317383,0.00317383
0.607006,0.00839229,0.000386143,-0.000386143,-0.00313145,0.00313145
0.799918,0.0182313,0.000351045,-0.000351045,-0.0031273,0.0031273
0.997376,0.0291689,0.000377592,-0.000377592,-0.00315685,0.00315685
1.19566,0.0400364,0.000436212,-0.000436212,-0.00321817,0.00321817
1.39473,0.0506671,0.000524586,-0.000524586,-0.00331119,0.00331119
1.59466,0.0606024,0.000639308,-0.000639308,-0.00343203,0.00343203
1.79484,0.0702998,0.000785869,-0.000785869,-0.00357572,0.00357572
1.9951,0.0777284,0.000961028,-0.000961028,-0.0037446,0.0037446
2.19531,0.0829648,0.00116617,-0.00116617,-0.00393329,0.00393329
2.39559,0.0901822,0.00140624,-0.00140624,-0.00413513,0.00413513
2.59584,0.0935835,0.00168213,-0.00168213,-0.00435457,0.00435457
2.79578,0.0963259,0.00200416,-0.00200416,-0.00458511,0.00458511
2.99621,0.0986486,0.00236532,-0.00236532,-0.00482325,0.00482325
3.19597,0.102221,0.00278723,-0.00278723,-0.00507449,0.00507449
3.39648,0.103335,0.00325267,-0.00325267,-0.00533208,0.00533208
3.59628,0.0964904,0.00380741,-0.00380741,-0.00559798,0.00559798
3.79639,0.0940225,0.00439492,-0.00439492,-0.00586616,0.00586616

