#: table_doi: 10.17182/hepdata.74447.v1/t148
#: name: Table 148
#: description: proton delta2 as a function of pT for centrality: 0-5%.

#: data_file: Table148.yaml
#: keyword reactions: Pb Pb --> CHARGED X
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: ABS(ETA(RF=CMS)),<0.8
#: SQRT(S)/NUCLEON [GeV],2760.0
#: Range,0.4 < pT < 6.0 (GeV/c)
#: Particle,proton
#: Centrality,0-5%
'pT [(GeV/c)]','delta2','stat +','stat -','sys +','sys -'
0.523065,0.00177646,0.000130145,-0.000130145,-0.000100867,0.000100867
0.702382,0.00243234,8.79642e-05,-8.79642e-05,-0.000196018,0.000196018
0.897963,0.00319276,8.6392e-05,-8.6392e-05,-0.000188396,0.000188396
1.09642,0.00375202,9.55981e-05,-9.55981e-05,-0.000180775,0.000180775
1.29563,0.00421235,0.000110159,-0.000110159,-0.000173154,0.000173154
1.49606,0.0045244,0.000129747,-0.000129747,-0.000165533,0.000165533
1.69551,0.00519828,0.00015261,-0.00015261,-0.000157911,0.000157911
1.89542,0.00527172,0.000180788,-0.000180788,-0.00015029,0.00015029
2.0953,0.00538147,0.00021643,-0.00021643,-0.000142669,0.000142669
2.29599,0.00642606,0.000257164,-0.000257164,-0.000135048,0.000135048
2.49571,0.00666903,0.000304997,-0.000304997,-0.000127426,0.000127426
2.69551,0.00719324,0.000361166,-0.000361166,-0.000119805,0.000119805
2.89568,0.00690495,0.000424427,-0.000424427,-0.000112184,0.000112184
3.09536,0.0079283,0.000500205,-0.000500205,-0.000104563,0.000104563
3.29569,0.00809341,0.000591617,-0.000591617,-9.69414e-05,9.69414e-05
3.49635,0.00962009,0.000694931,-0.000694931,-8.93202e-05,8.93202e-05
3.6966,0.00804898,0.000812331,-0.000812331,-8.16989e-05,8.16989e-05
3.89389,0.00929067,0.000944424,-0.000944424,-7.40777e-05,7.40777e-05
4.17954,0.0103831,0.000832833,-0.000832833,-6.26458e-05,6.26458e-05
4.58488,0.0104084,0.00110111,-0.00110111,-4.74033e-05,4.74033e-05
4.98416,0.0111598,0.00151451,-0.00151451,-3.21608e-05,3.21608e-05
5.38658,0.0127333,0.00198176,-0.00198176,-1.69184e-05,1.69184e-05
5.73584,0.0133894,0.00310273,-0.00310273,-3.58118e-06,3.58118e-06

